"playerId","title","value"
"23778","Top 5 Finishes","1"
"23778","Top 10 Finishes","4"
"23778","Year Joined Tour","2002"
"23778","Official Money","$1,229,496"
"01005","Events Played","29"
"01005","PGA TOUR WINS","0"
"01005","International Wins","0"
"01005","Cuts Made","2/29"
"01005","Runner Up","0"
"01005","Third Place Finishes","0"
"01005","Top 5 Finishes","0"
"01005","Top 10 Finishes","0"
"01005","Year Joined Tour","-"
"01005","Official Money","$4,304"
"29910","Events Played","119"
"29910","PGA TOUR WINS","0"
"29910","International Wins","0"
"29910","Cuts Made","68/119"
"29910","Runner Up","1"
"29910","Third Place Finishes","1"
"29910","Top 5 Finishes","2"
"29910","Top 10 Finishes","9"
"29910","Year Joined Tour","2010"
"29910","Official Money","$3,567,637"
"01006","Events Played","566"
"01006","PGA TOUR WINS","0"
"01006","International Wins","0"
"01006","Cuts Made","280/566"
"01006","Runner Up","2"
"01006","Third Place Finishes","3"
"01006","Top 5 Finishes","12"
"01006","Top 10 Finishes","29"
"01006","Year Joined Tour","-"
"01006","Official Money","$2,019,582"
"01007","Events Played","163"
"01007","PGA TOUR WINS","1"
"01007","International Wins","0"
"01007","Cuts Made","55/163"
"01007","Runner Up","1"
"01007","Third Place Finishes","0"
"01007","Top 5 Finishes","4"
"01007","Top 10 Finishes","6"
"01007","Year Joined Tour","-"
"01007","Official Money","$82,787"
"06142","Events Played","69"
"06142","PGA TOUR WINS","0"
"06142","International Wins","0"
"06142","Cuts Made","28/69"
"06142","Runner Up","0"
"06142","Third Place Finishes","0"
"06142","Top 5 Finishes","0"
"06142","Top 10 Finishes","0"
"06142","Year Joined Tour","-"
"06142","Official Money","$110,313"
"51856","Events Played","2"
"51856","PGA TOUR WINS","0"
"51856","International Wins","0"
"51856","Cuts Made","0/2"
"51856","Runner Up","0"
"51856","Third Place Finishes","0"
"51856","Top 5 Finishes","0"
"51856","Top 10 Finishes","0"
"51856","Year Joined Tour","-"
"51856","Official Money","$0"
"27796","Events Played","25"
"27796","PGA TOUR WINS","0"
"27796","International Wins","0"
"27796","Cuts Made","8/25"
"27796","Runner Up","0"
"27796","Third Place Finishes","0"
"27796","Top 5 Finishes","0"
"27796","Top 10 Finishes","0"
"27796","Year Joined Tour","2011"
"27796","Official Money","$164,841"
"12891","Events Played","41"
"12891","PGA TOUR WINS","0"
"12891","International Wins","0"
"12891","Cuts Made","19/41"
"12891","Runner Up","0"
"12891","Third Place Finishes","0"
"12891","Top 5 Finishes","0"
"12891","Top 10 Finishes","1"
"12891","Year Joined Tour","-"
"12891","Official Money","$13,412"
"24461","Events Played","50"
"24461","PGA TOUR WINS","0"
"24461","International Wins","10"
"24461","Cuts Made","26/50"
"24461","Runner Up","0"
"24461","Third Place Finishes","0"
"24461","Top 5 Finishes","0"
"24461","Top 10 Finishes","3"
"24461","Year Joined Tour","2016"
"24461","Official Money","$998,429"
"64267","Events Played","2"
"64267","PGA TOUR WINS","0"
"64267","International Wins","0"
"64267","Cuts Made","0/2"
"64267","Runner Up","0"
"64267","Third Place Finishes","0"
"64267","Top 5 Finishes","0"
"64267","Top 10 Finishes","0"
"64267","Year Joined Tour","-"
"64267","Official Money","$0"
"67118","Events Played","1"
"67118","PGA TOUR WINS","0"
"67118","International Wins","0"
"67118","Cuts Made","0/1"
"67118","Runner Up","0"
"67118","Third Place Finishes","0"
"67118","Top 5 Finishes","0"
"67118","Top 10 Finishes","0"
"67118","Year Joined Tour","-"
"67118","Official Money","$0"
"01011","Events Played","64"
"01011","PGA TOUR WINS","0"
"01011","International Wins","0"
"01011","Cuts Made","22/64"
"01011","Runner Up","0"
"01011","Third Place Finishes","0"
"01011","Top 5 Finishes","0"
"01011","Top 10 Finishes","0"
"01011","Year Joined Tour","-"
"01011","Official Money","$91,859"
"49303","Events Played","41"
"49303","PGA TOUR WINS","0"
"49303","International Wins","0"
"49303","Cuts Made","16/41"
"49303","Runner Up","0"
"49303","Third Place Finishes","0"
"49303","Top 5 Finishes","1"
"49303","Top 10 Finishes","1"
"49303","Year Joined Tour","2019"
"49303","Official Money","$556,905"
"01012","Events Played","31"
"01012","PGA TOUR WINS","0"
"01012","International Wins","0"
"01012","Cuts Made","13/31"
"01012","Runner Up","0"
"01012","Third Place Finishes","0"
"01012","Top 5 Finishes","0"
"01012","Top 10 Finishes","0"
"01012","Year Joined Tour","-"
"01012","Official Money","$16,279"
"29745","Events Played","59"
"29745","PGA TOUR WINS","0"
"29745","International Wins","0"
"29745","Cuts Made","22/59"
"29745","Runner Up","0"
"29745","Third Place Finishes","0"
"29745","Top 5 Finishes","0"
"29745","Top 10 Finishes","0"
"29745","Year Joined Tour","2009"
"29745","Official Money","$609,829"
"12914","Events Played","150"
"12914","PGA TOUR WINS","3"
"12914","International Wins","0"
"12914","Cuts Made","144/150"
"12914","Runner Up","7"
"12914","Third Place Finishes","4"
"12914","Top 5 Finishes","22"
"12914","Top 10 Finishes","46"
"12914","Year Joined Tour","-"
"12914","Official Money","$52,609"
"33408","Events Played","67"
"33408","PGA TOUR WINS","0"
"33408","International Wins","0"
"33408","Cuts Made","26/67"
"33408","Runner Up","1"
"33408","Third Place Finishes","0"
"33408","Top 5 Finishes","1"
"33408","Top 10 Finishes","2"
"33408","Year Joined Tour","2023"
"33408","Official Money","$1,865,805"
"20771","Events Played","87"
"20771","PGA TOUR WINS","0"
"20771","International Wins","4"
"20771","Cuts Made","38/87"
"20771","Runner Up","0"
"20771","Third Place Finishes","0"
"20771","Top 5 Finishes","0"
"20771","Top 10 Finishes","0"
"20771","Year Joined Tour","2003"
"20771","Official Money","$841,849"
"21633","Events Played","214"
"21633","PGA TOUR WINS","0"
"21633","International Wins","2"
"21633","Cuts Made","100/214"
"21633","Runner Up","2"
"21633","Third Place Finishes","1"
"21633","Top 5 Finishes","5"
"21633","Top 10 Finishes","9"
"21633","Year Joined Tour","2001"
"21633","Official Money","$3,619,335"
"12920","Events Played","40"
"12920","PGA TOUR WINS","0"
"12920","International Wins","0"
"12920","Cuts Made","19/40"
"12920","Runner Up","0"
"12920","Third Place Finishes","0"
"12920","Top 5 Finishes","1"
"12920","Top 10 Finishes","2"
"12920","Year Joined Tour","-"
"12920","Official Money","$10,764"
"01014","Events Played","406"
"01014","PGA TOUR WINS","3"
"01014","International Wins","0"
"01014","Cuts Made","194/406"
"01014","Runner Up","1"
"01014","Third Place Finishes","1"
"01014","Top 5 Finishes","13"
"01014","Top 10 Finishes","20"
"01014","Year Joined Tour","-"
"01014","Official Money","$3,155,787"
"06197","Events Played","369"
"06197","PGA TOUR WINS","0"
"06197","International Wins","1"
"06197","Cuts Made","194/369"
"06197","Runner Up","3"
"06197","Third Place Finishes","3"
"06197","Top 5 Finishes","9"
"06197","Top 10 Finishes","17"
"06197","Year Joined Tour","-"
"06197","Official Money","$6,316,156"
"01016","Events Played","58"
"01016","PGA TOUR WINS","0"
"01016","International Wins","0"
"01016","Cuts Made","23/58"
"01016","Runner Up","0"
"01016","Third Place Finishes","0"
"01016","Top 5 Finishes","0"
"01016","Top 10 Finishes","1"
"01016","Year Joined Tour","-"
"01016","Official Money","$10,790"
"10885","Events Played","525"
"10885","PGA TOUR WINS","4"
"10885","International Wins","18"
"10885","Cuts Made","327/525"
"10885","Runner Up","9"
"10885","Third Place Finishes","6"
"10885","Top 5 Finishes","35"
"10885","Top 10 Finishes","70"
"10885","Year Joined Tour","1999"
"10885","Official Money","$27,492,076"
"01017","Events Played","263"
"01017","PGA TOUR WINS","5"
"01017","International Wins","0"
"01017","Cuts Made","170/263"
"01017","Runner Up","2"
"01017","Third Place Finishes","2"
"01017","Top 5 Finishes","15"
"01017","Top 10 Finishes","35"
"01017","Year Joined Tour","-"
"01017","Official Money","$563,288"
"23540","Events Played","70"
"23540","PGA TOUR WINS","0"
"23540","International Wins","0"
"23540","Cuts Made","24/70"
"23540","Runner Up","0"
"23540","Third Place Finishes","1"
"23540","Top 5 Finishes","1"
"23540","Top 10 Finishes","2"
"23540","Year Joined Tour","2005"
"23540","Official Money","$1,012,334"
"01018","Events Played","90"
"01018","PGA TOUR WINS","0"
"01018","International Wins","0"
"01018","Cuts Made","53/90"
"01018","Runner Up","0"
"01018","Third Place Finishes","1"
"01018","Top 5 Finishes","1"
"01018","Top 10 Finishes","2"
"01018","Year Joined Tour","-"
"01018","Official Money","$44,343"
"06004","Events Played","394"
"06004","PGA TOUR WINS","4"
"06004","International Wins","3"
"06004","Cuts Made","254/394"
"06004","Runner Up","1"
"06004","Third Place Finishes","5"
"06004","Top 5 Finishes","23"
"06004","Top 10 Finishes","58"
"06004","Year Joined Tour","1998"
"06004","Official Money","$19,718,160"
"33948","Events Played","202"
"33948","PGA TOUR WINS","0"
"33948","International Wins","4"
"33948","Cuts Made","142/202"
"33948","Runner Up","5"
"33948","Third Place Finishes","4"
"33948","Top 5 Finishes","15"
"33948","Top 10 Finishes","27"
"33948","Year Joined Tour","2016"
"33948","Official Money","$18,883,345"
"45526","Events Played","147"
"45526","PGA TOUR WINS","1"
"45526","International Wins","2"
"45526","Cuts Made","105/147"
"45526","Runner Up","4"
"45526","Third Place Finishes","0"
"45526","Top 5 Finishes","15"
"45526","Top 10 Finishes","25"
"45526","Year Joined Tour","-"
"45526","Official Money","$15,253,879"
"52370","Events Played","2"
"52370","PGA TOUR WINS","0"
"52370","International Wins","0"
"52370","Cuts Made","0/2"
"52370","Runner Up","0"
"52370","Third Place Finishes","0"
"52370","Top 5 Finishes","0"
"52370","Top 10 Finishes","0"
"52370","Year Joined Tour","-"
"52370","Official Money","$0"
"12955","Events Played","25"
"12955","PGA TOUR WINS","0"
"12955","International Wins","0"
"12955","Cuts Made","19/25"
"12955","Runner Up","0"
"12955","Third Place Finishes","0"
"12955","Top 5 Finishes","0"
"12955","Top 10 Finishes","1"
"12955","Year Joined Tour","-"
"12955","Official Money","$1,060"
"12960","Events Played","32"
"12960","PGA TOUR WINS","0"
"12960","International Wins","0"
"12960","Cuts Made","15/32"
"12960","Runner Up","0"
"12960","Third Place Finishes","0"
"12960","Top 5 Finishes","2"
"12960","Top 10 Finishes","2"
"12960","Year Joined Tour","-"
"12960","Official Money","$8,660"
"23036","Events Played","57"
"23036","PGA TOUR WINS","0"
"23036","International Wins","0"
"23036","Cuts Made","25/57"
"23036","Runner Up","0"
"23036","Third Place Finishes","0"
"23036","Top 5 Finishes","1"
"23036","Top 10 Finishes","2"
"23036","Year Joined Tour","-"
"23036","Official Money","$612,375"
"06006","Events Played","73"
"06006","PGA TOUR WINS","0"
"06006","International Wins","0"
"06006","Cuts Made","23/73"
"06006","Runner Up","0"
"06006","Third Place Finishes","0"
"06006","Top 5 Finishes","0"
"06006","Top 10 Finishes","2"
"06006","Year Joined Tour","-"
"06006","Official Money","$167,536"
"25083","Events Played","31"
"25083","PGA TOUR WINS","0"
"25083","International Wins","0"
"25083","Cuts Made","8/31"
"25083","Runner Up","0"
"25083","Third Place Finishes","0"
"25083","Top 5 Finishes","0"
"25083","Top 10 Finishes","0"
"25083","Year Joined Tour","-"
"25083","Official Money","$99,464"
"01023","Events Played","66"
"01023","PGA TOUR WINS","0"
"01023","International Wins","0"
"01023","Cuts Made","18/66"
"01023","Runner Up","0"
"01023","Third Place Finishes","0"
"01023","Top 5 Finishes","0"
"01023","Top 10 Finishes","0"
"01023","Year Joined Tour","-"
"01023","Official Money","$58,670"
"33120","Events Played","103"
"33120","PGA TOUR WINS","0"
"33120","International Wins","0"
"33120","Cuts Made","46/103"
"33120","Runner Up","0"
"33120","Third Place Finishes","0"
"33120","Top 5 Finishes","0"
"33120","Top 10 Finishes","3"
"33120","Year Joined Tour","2012"
"33120","Official Money","$1,543,937"
"57321","Events Played","2"
"57321","PGA TOUR WINS","0"
"57321","International Wins","0"
"57321","Cuts Made","0/2"
"57321","Runner Up","0"
"57321","Third Place Finishes","0"
"57321","Top 5 Finishes","0"
"57321","Top 10 Finishes","0"
"57321","Year Joined Tour","-"
"57321","Official Money","$0"
"29620","Events Played","7"
"29620","PGA TOUR WINS","6"
"29620","International Wins","0"
"29620","Cuts Made","7/7"
"29620","Runner Up","1"
"29620","Third Place Finishes","1"
"29620","Top 5 Finishes","7"
"29620","Top 10 Finishes","7"
"29620","Year Joined Tour","-"
"29620","Official Money","$0"
"01024","Events Played","634"
"01024","PGA TOUR WINS","4"
"01024","International Wins","0"
"01024","Cuts Made","372/634"
"01024","Runner Up","8"
"01024","Third Place Finishes","5"
"01024","Top 5 Finishes","30"
"01024","Top 10 Finishes","56"
"01024","Year Joined Tour","1988"
"01024","Official Money","$12,494,805"
"12982","Events Played","46"
"12982","PGA TOUR WINS","0"
"12982","International Wins","0"
"12982","Cuts Made","39/46"
"12982","Runner Up","0"
"12982","Third Place Finishes","0"
"12982","Top 5 Finishes","0"
"12982","Top 10 Finishes","2"
"12982","Year Joined Tour","-"
"12982","Official Money","$2,991"
"01030","Events Played","154"
"01030","PGA TOUR WINS","1"
"01030","International Wins","7"
"01030","Cuts Made","117/154"
"01030","Runner Up","3"
"01030","Third Place Finishes","5"
"01030","Top 5 Finishes","13"
"01030","Top 10 Finishes","18"
"01030","Year Joined Tour","1981"
"01030","Official Money","$960,571"
"30978","Events Played","106"
"30978","PGA TOUR WINS","0"
"30978","International Wins","6"
"30978","Cuts Made","59/106"
"30978","Runner Up","0"
"30978","Third Place Finishes","2"
"30978","Top 5 Finishes","6"
"30978","Top 10 Finishes","9"
"30978","Year Joined Tour","2018"
"30978","Official Money","$4,011,324"
"20098","Events Played","551"
"20098","PGA TOUR WINS","9"
"20098","International Wins","3"
"20098","Cuts Made","371/551"
"20098","Runner Up","13"
"20098","Third Place Finishes","3"
"20098","Top 5 Finishes","33"
"20098","Top 10 Finishes","69"
"20098","Year Joined Tour","1996"
"20098","Official Money","$29,828,521"
"25936","Events Played","52"
"25936","PGA TOUR WINS","0"
"25936","International Wins","0"
"25936","Cuts Made","10/52"
"25936","Runner Up","0"
"25936","Third Place Finishes","0"
"25936","Top 5 Finishes","0"
"25936","Top 10 Finishes","0"
"25936","Year Joined Tour","2006"
"25936","Official Money","$132,515"
"01032","Events Played","50"
"01032","PGA TOUR WINS","0"
"01032","International Wins","0"
"01032","Cuts Made","20/50"
"01032","Runner Up","1"
"01032","Third Place Finishes","0"
"01032","Top 5 Finishes","1"
"01032","Top 10 Finishes","2"
"01032","Year Joined Tour","-"
"01032","Official Money","$84,432"
"01033","Events Played","674"
"01033","PGA TOUR WINS","13"
"01033","International Wins","0"
"01033","Cuts Made","530/674"
"01033","Runner Up","15"
"01033","Third Place Finishes","15"
"01033","Top 5 Finishes","66"
"01033","Top 10 Finishes","111"
"01033","Year Joined Tour","-"
"01033","Official Money","$1,881,859"
"11689","Events Played","25"
"11689","PGA TOUR WINS","0"
"11689","International Wins","0"
"11689","Cuts Made","10/25"
"11689","Runner Up","0"
"11689","Third Place Finishes","0"
"11689","Top 5 Finishes","0"
"11689","Top 10 Finishes","1"
"11689","Year Joined Tour","-"
"11689","Official Money","$8,851"
"45194","Events Played","9"
"45194","PGA TOUR WINS","0"
"45194","International Wins","2"
"45194","Cuts Made","5/9"
"45194","Runner Up","0"
"45194","Third Place Finishes","0"
"45194","Top 5 Finishes","0"
"45194","Top 10 Finishes","0"
"45194","Year Joined Tour","-"
"45194","Official Money","$172,690"
"19803","Events Played","267"
"19803","PGA TOUR WINS","1"
"19803","International Wins","0"
"19803","Cuts Made","135/267"
"19803","Runner Up","1"
"19803","Third Place Finishes","0"
"19803","Top 5 Finishes","6"
"19803","Top 10 Finishes","15"
"19803","Year Joined Tour","2007"
"19803","Official Money","$8,051,238"
"13024","Events Played","194"
"13024","PGA TOUR WINS","25"
"13024","International Wins","0"
"13024","Cuts Made","186/194"
"13024","Runner Up","19"
"13024","Third Place Finishes","11"
"13024","Top 5 Finishes","82"
"13024","Top 10 Finishes","113"
"13024","Year Joined Tour","-"
"13024","Official Money","$20,088"
"01035","Events Played","618"
"01035","PGA TOUR WINS","2"
"01035","International Wins","1"
"01035","Cuts Made","314/618"
"01035","Runner Up","7"
"01035","Third Place Finishes","3"
"01035","Top 5 Finishes","15"
"01035","Top 10 Finishes","41"
"01035","Year Joined Tour","1981"
"01035","Official Money","$9,458,248"
"07781","Events Played","53"
"07781","PGA TOUR WINS","0"
"07781","International Wins","0"
"07781","Cuts Made","18/53"
"07781","Runner Up","0"
"07781","Third Place Finishes","0"
"07781","Top 5 Finishes","0"
"07781","Top 10 Finishes","0"
"07781","Year Joined Tour","-"
"07781","Official Money","$85,783"
"01036","Events Played","334"
"01036","PGA TOUR WINS","0"
"01036","International Wins","0"
"01036","Cuts Made","196/334"
"01036","Runner Up","3"
"01036","Third Place Finishes","3"
"01036","Top 5 Finishes","12"
"01036","Top 10 Finishes","22"
"01036","Year Joined Tour","-"
"01036","Official Money","$406,269"
"52096","Events Played","13"
"52096","PGA TOUR WINS","0"
"52096","International Wins","1"
"52096","Cuts Made","5/13"
"52096","Runner Up","0"
"52096","Third Place Finishes","0"
"52096","Top 5 Finishes","0"
"52096","Top 10 Finishes","0"
"52096","Year Joined Tour","-"
"52096","Official Money","$187,933"
"01037","Events Played","64"
"01037","PGA TOUR WINS","0"
"01037","International Wins","0"
"01037","Cuts Made","23/64"
"01037","Runner Up","0"
"01037","Third Place Finishes","0"
"01037","Top 5 Finishes","0"
"01037","Top 10 Finishes","0"
"01037","Year Joined Tour","-"
"01037","Official Money","$43,043"
"01039","Events Played","108"
"01039","PGA TOUR WINS","0"
"01039","International Wins","0"
"01039","Cuts Made","36/108"
"01039","Runner Up","0"
"01039","Third Place Finishes","0"
"01039","Top 5 Finishes","0"
"01039","Top 10 Finishes","3"
"01039","Year Joined Tour","-"
"01039","Official Money","$121,576"
"11472","Events Played","39"
"11472","PGA TOUR WINS","0"
"11472","International Wins","0"
"11472","Cuts Made","17/39"
"11472","Runner Up","0"
"11472","Third Place Finishes","0"
"11472","Top 5 Finishes","0"
"11472","Top 10 Finishes","0"
"11472","Year Joined Tour","-"
"11472","Official Money","$9,713"
"47125","Events Played","27"
"47125","PGA TOUR WINS","0"
"47125","International Wins","0"
"47125","Cuts Made","10/27"
"47125","Runner Up","0"
"47125","Third Place Finishes","0"
"47125","Top 5 Finishes","0"
"47125","Top 10 Finishes","0"
"47125","Year Joined Tour","2018"
"47125","Official Money","$157,204"
"21407","Events Played","259"
"21407","PGA TOUR WINS","1"
"21407","International Wins","10"
"21407","Cuts Made","121/259"
"21407","Runner Up","1"
"21407","Third Place Finishes","1"
"21407","Top 5 Finishes","5"
"21407","Top 10 Finishes","11"
"21407","Year Joined Tour","2004"
"21407","Official Money","$5,107,102"
"01040","Events Played","214"
"01040","PGA TOUR WINS","0"
"01040","International Wins","0"
"01040","Cuts Made","107/214"
"01040","Runner Up","1"
"01040","Third Place Finishes","0"
"01040","Top 5 Finishes","2"
"01040","Top 10 Finishes","8"
"01040","Year Joined Tour","-"
"01040","Official Money","$1,207,041"
"29625","Events Played","10"
"29625","PGA TOUR WINS","2"
"29625","International Wins","0"
"29625","Cuts Made","10/10"
"29625","Runner Up","2"
"29625","Third Place Finishes","1"
"29625","Top 5 Finishes","8"
"29625","Top 10 Finishes","9"
"29625","Year Joined Tour","-"
"29625","Official Money","$0"
"13061","Events Played","15"
"13061","PGA TOUR WINS","1"
"13061","International Wins","0"
"13061","Cuts Made","15/15"
"13061","Runner Up","2"
"13061","Third Place Finishes","1"
"13061","Top 5 Finishes","5"
"13061","Top 10 Finishes","5"
"13061","Year Joined Tour","-"
"13061","Official Money","$75"
"05013","Events Played","39"
"05013","PGA TOUR WINS","0"
"05013","International Wins","0"
"05013","Cuts Made","20/39"
"05013","Runner Up","0"
"05013","Third Place Finishes","0"
"05013","Top 5 Finishes","0"
"05013","Top 10 Finishes","0"
"05013","Year Joined Tour","-"
"05013","Official Money","$853"
"07867","Events Played","545"
"07867","PGA TOUR WINS","4"
"07867","International Wins","1"
"07867","Cuts Made","317/545"
"07867","Runner Up","4"
"07867","Third Place Finishes","3"
"07867","Top 5 Finishes","23"
"07867","Top 10 Finishes","52"
"07867","Year Joined Tour","1995"
"07867","Official Money","$16,580,132"
"23048","Events Played","209"
"23048","PGA TOUR WINS","1"
"23048","International Wins","0"
"23048","Cuts Made","89/209"
"23048","Runner Up","0"
"23048","Third Place Finishes","1"
"23048","Top 5 Finishes","4"
"23048","Top 10 Finishes","5"
"23048","Year Joined Tour","2006"
"23048","Official Money","$3,241,604"
"01041","Events Played","47"
"01041","PGA TOUR WINS","0"
"01041","International Wins","0"
"01041","Cuts Made","30/47"
"01041","Runner Up","0"
"01041","Third Place Finishes","0"
"01041","Top 5 Finishes","1"
"01041","Top 10 Finishes","1"
"01041","Year Joined Tour","-"
"01041","Official Money","$21,515"
"45527","Events Played","1"
"45527","PGA TOUR WINS","0"
"45527","International Wins","0"
"45527","Cuts Made","0/1"
"45527","Runner Up","0"
"45527","Third Place Finishes","0"
"45527","Top 5 Finishes","0"
"45527","Top 10 Finishes","0"
"45527","Year Joined Tour","-"
"45527","Official Money","$0"
"64052","Events Played","1"
"64052","PGA TOUR WINS","0"
"64052","International Wins","1"
"64052","Cuts Made","1/1"
"64052","Runner Up","0"
"64052","Third Place Finishes","0"
"64052","Top 5 Finishes","0"
"64052","Top 10 Finishes","0"
"64052","Year Joined Tour","-"
"64052","Official Money","$8,120"
"13078","Events Played","42"
"13078","PGA TOUR WINS","0"
"13078","International Wins","0"
"13078","Cuts Made","42/42"
"13078","Runner Up","2"
"13078","Third Place Finishes","1"
"13078","Top 5 Finishes","8"
"13078","Top 10 Finishes","25"
"13078","Year Joined Tour","-"
"13078","Official Money","$325"
"01042","Events Played","587"
"01042","PGA TOUR WINS","12"
"01042","International Wins","0"
"01042","Cuts Made","395/587"
"01042","Runner Up","13"
"01042","Third Place Finishes","20"
"01042","Top 5 Finishes","59"
"01042","Top 10 Finishes","112"
"01042","Year Joined Tour","-"
"01042","Official Money","$14,467,496"
"52955","Events Played","36"
"52955","PGA TOUR WINS","1"
"52955","International Wins","1"
"52955","Cuts Made","31/36"
"52955","Runner Up","4"
"52955","Third Place Finishes","0"
"52955","Top 5 Finishes","8"
"52955","Top 10 Finishes","12"
"52955","Year Joined Tour","2023"
"52955","Official Money","$12,978,541"
"51661","Events Played","2"
"51661","PGA TOUR WINS","0"
"51661","International Wins","1"
"51661","Cuts Made","1/2"
"51661","Runner Up","0"
"51661","Third Place Finishes","0"
"51661","Top 5 Finishes","0"
"51661","Top 10 Finishes","0"
"51661","Year Joined Tour","-"
"51661","Official Money","$73,350"
"22371","Events Played","527"
"22371","PGA TOUR WINS","4"
"22371","International Wins","4"
"22371","Cuts Made","312/527"
"22371","Runner Up","5"
"22371","Third Place Finishes","2"
"22371","Top 5 Finishes","22"
"22371","Top 10 Finishes","52"
"22371","Year Joined Tour","2003"
"22371","Official Money","$23,904,834"
"28259","Events Played","190"
"28259","PGA TOUR WINS","2"
"28259","International Wins","10"
"28259","Cuts Made","93/190"
"28259","Runner Up","1"
"28259","Third Place Finishes","0"
"28259","Top 5 Finishes","5"
"28259","Top 10 Finishes","9"
"28259","Year Joined Tour","2012"
"28259","Official Money","$6,787,198"
"13088","Events Played","2"
"13088","PGA TOUR WINS","1"
"13088","International Wins","0"
"13088","Cuts Made","2/2"
"13088","Runner Up","0"
"13088","Third Place Finishes","0"
"13088","Top 5 Finishes","1"
"13088","Top 10 Finishes","1"
"13088","Year Joined Tour","-"
"13088","Official Money","$0"
"20498","Events Played","379"
"20498","PGA TOUR WINS","0"
"20498","International Wins","0"
"20498","Cuts Made","243/379"
"20498","Runner Up","6"
"20498","Third Place Finishes","2"
"20498","Top 5 Finishes","17"
"20498","Top 10 Finishes","31"
"20498","Year Joined Tour","1999"
"20498","Official Money","$13,251,178"
"01045","Events Played","446"
"01045","PGA TOUR WINS","2"
"01045","International Wins","0"
"01045","Cuts Made","339/446"
"01045","Runner Up","0"
"01045","Third Place Finishes","1"
"01045","Top 5 Finishes","12"
"01045","Top 10 Finishes","30"
"01045","Year Joined Tour","-"
"01045","Official Money","$329,706"
"60369","Events Played","5"
"60369","PGA TOUR WINS","0"
"60369","International Wins","1"
"60369","Cuts Made","3/5"
"60369","Runner Up","0"
"60369","Third Place Finishes","0"
"60369","Top 5 Finishes","0"
"60369","Top 10 Finishes","1"
"60369","Year Joined Tour","-"
"60369","Official Money","$139,740"
"33404","Events Played","43"
"33404","PGA TOUR WINS","0"
"33404","International Wins","1"
"33404","Cuts Made","20/43"
"33404","Runner Up","0"
"33404","Third Place Finishes","0"
"33404","Top 5 Finishes","0"
"33404","Top 10 Finishes","0"
"33404","Year Joined Tour","2020"
"33404","Official Money","$541,630"
"13110","Events Played","25"
"13110","PGA TOUR WINS","0"
"13110","International Wins","0"
"13110","Cuts Made","9/25"
"13110","Runner Up","0"
"13110","Third Place Finishes","0"
"13110","Top 5 Finishes","0"
"13110","Top 10 Finishes","0"
"13110","Year Joined Tour","-"
"13110","Official Money","$4,959"
"01049","Events Played","167"
"01049","PGA TOUR WINS","2"
"01049","International Wins","0"
"01049","Cuts Made","92/167"
"01049","Runner Up","7"
"01049","Third Place Finishes","5"
"01049","Top 5 Finishes","14"
"01049","Top 10 Finishes","23"
"01049","Year Joined Tour","-"
"01049","Official Money","$2,078,743"
"01050","Events Played","327"
"01050","PGA TOUR WINS","1"
"01050","International Wins","0"
"01050","Cuts Made","299/327"
"01050","Runner Up","8"
