RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
87,0,33448,Justin Thomas,103' 8",51836' 8",500
88,0,12716,Charley Hoffman,103' 5",57722' 9",558
89,0,23320,Ryan Palmer,103' 4",40181' 8",389
90,0,32757,Patton Kizzire,103' 3",52772' 11",511
90,0,49960,Sepp Straka,103' 3",65383' 2",633
92,0,40006,Erik van Rooyen,103' 2",70054' 7",679
93,0,57362,Austin Eckroat,103' 1",78452' 9",761
94,0,51349,Nico Echavarria,102' 6",67127' 8",655
95,0,57900,Chandler Phillips,102' 5",76021' 8",742
96,0,51977,Max Greyserman,102' 2",52701' 5",516
96,0,51997,Andrew Novak,102' 2",72540' 1",710
98,0,39324,J.J. Spaun,102' 0",70265' 11",689
99,0,47420,Jake Knapp,101' 11",71356' 7",700
100,0,46046,Scottie Scheffler,101' 8",65271' 0",642
101,0,24502,Adam Scott,101' 7",62997' 0",620
102,0,50525,Collin Morikawa,101' 3",61677' 6",609
103,0,52514,Trace Crowe,101' 1",60977' 2",603
104,0,27214,Kevin Streelman,101' 0",55139' 4",546
105,0,49947,Taylor Moore,100' 11",83350' 0",826
106,0,56630,Akshay Bhatia,100' 10",82977' 10",823
106,0,28420,Ryan Brehm,100' 10",46177' 2",458
106,0,27349,Alex Noren,100' 10",49426' 11",490
109,0,39977,Max Homa,100' 9",60045' 9",596
109,0,27129,Luke List,100' 9",60762' 0",603
111,0,32839,Hideki Matsuyama,100' 8",61490' 4",611
112,0,29478,Kevin Kisner,100' 4",47943' 0",478
112,0,35617,Martin Trainer,100' 4",38240' 3",381
114,0,47806,Raul Pereda,100' 2",38969' 6",389
115,0,37275,Sam Ryder,100' 1",63249' 7",632
116,0,54783,Dylan Wu,99' 11",67061' 9",671
117,0,36326,David Lipsky,99' 10",55200' 1",553
118,0,51634,Sahith Theegala,99' 6",82078' 11",825
119,0,36801,Mark Hubbard,99' 3",83741' 7",844
120,0,52375,Doug Ghim,99' 1",72253' 3",729
121,0,34563,Chesson Hadley,98' 11",60257' 0",609
121,0,54628,Lee Hodges,98' 11",74781' 4",756
123,0,31646,Emiliano Grillo,98' 10",71243' 3",721
124,0,40162,Justin Lower,98' 8",71941' 8",729
125,0,48081,Xander Schauffele,98' 5",52342' 9",532
126,0,52215,Robert MacIntyre,98' 2",60254' 9",614
127,0,27644,Brian Harman,98' 1",85791' 5",875
128,0,49771,J.T. Poston,97' 10",77470' 1",792
129,0,23108,Matt Kuchar,97' 9",65276' 0",668
130,0,37455,Si Woo Kim,97' 5",80357' 10",825
131,0,52513,Carson Young,96' 8",68251' 6",706
132,0,59442,Parker Coody,96' 4",45650' 3",474
133,0,39997,Corey Conners,96' 3",71874' 7",747
134,0,27064,Jhonattan Vegas,95' 8",48993' 2",512
135,0,29535,Brice Garnett,95' 3",39907' 3",419
136,0,36699,Patrick Rodgers,94' 10",89270' 2",941
137,0,28775,Nate Lashley,94' 7",58078' 10",614
138,0,32333,Kevin Tway,94' 6",38633' 9",409
139,0,51070,Vincent Norrman,94' 5",41157' 3",436
140,0,32070,Rafael Campos,94' 3",41754' 5",443
141,0,40026,Daniel Berger,93' 10",55831' 0",595
141,0,54576,Patrick Fishburn,93' 10",46637' 3",497
143,0,39971,Sungjae Im,93' 5",73964' 9",792
144,0,28252,Seamus Power,92' 11",70413' 4",758
145,0,46441,Robby Shelton,92' 9",62166' 10",670
146,0,40058,Zac Blair,92' 8",76061' 9",821
146,0,51894,Vince Whaley,92' 8",50597' 0",546
148,0,27936,Martin Laird,92' 5",50078' 0",542
149,0,34256,Andrew Putnam,92' 3",66881' 0",725
150,0,45522,Christiaan Bezuidenhout,92' 1",64658' 9",702
151,0,35532,Tom Hoge,92' 0",77098' 7",838
152,0,47993,Denny McCarthy,91' 6",71888' 2",786
153,0,29936,Ryan Fox,90' 9",55187' 9",608
154,0,34466,Peter Malnati,90' 8",67627' 11",746
155,0,34076,Joel Dahmen,90' 0",69671' 6",774
156,0,29908,C.T. Pan,89' 8",47522' 11",530
157,0,30927,Brendon Todd,89' 7",76667' 2",856
158,0,55182,Tom Kim,89' 6",65086' 7",727
159,0,60004,Jacob Bridgeman,89' 4",52443' 9",587
159,0,40098,Matt Fitzpatrick,89' 4",53776' 7",602
161,0,46340,Alex Smalley,89' 2",46708' 10",524
161,0,48119,Ben Taylor,89' 2",42263' 10",474
163,0,40115,Adam Svensson,89' 0",85708' 4",963
164,0,55789,Taylor Montgomery,88' 8",33422' 10",377
164,0,46414,Aaron Rai,88' 8",66609' 2",751
166,0,48699,Callum Tarren,88' 3",48889' 5",554
167,0,48319,Tom Whitney,88' 1",46328' 3",526
168,0,36884,Ben Kohles,87' 11",59069' 6",672
169,0,39327,Ben Silverman,87' 6",70025' 3",800
170,0,52374,Brandon Wu,87' 1",56329' 0",647
171,0,22371,Aaron Baddeley,86' 9",50067' 6",577
172,0,25493,Nick Taylor,86' 8",64139' 2",740
173,0,32791,K.H. Lee,86' 0",52819' 3",614
174,0,25900,Lucas Glover,85' 6",66095' 8",773
175,0,27139,David Skinns,85' 1",49760' 7",585
176,0,38991,Alejandro Tosti,84' 6",50448' 10",597
177,0,46442,Maverick McNealy,84' 2",61087' 8",726
177,0,47347,Adam Schenk,84' 2",68245' 1",811
179,0,34098,Russell Henley,83' 8",56737' 6",678
180,0,30163,Henrik Norlander,82' 9",34669' 0",419
181,0,35310,Lanto Griffin,81' 10",42043' 7",514
182,0,47679,Victor Perez,78' 10",41328' 0",524
183,0,26596,Ryan Moore,78' 6",52525' 8",669
184,0,27770,Camilo Villegas,78' 3",32228' 11",412
