"stat_id","stat_title","category","category_name","subcategory_name","file_name"
"02432","Driving Pct. 300-320 (All Drives)","OFF_TEE","Off The Tee","Distance (All Drives)","driving_pct._300-320_(all_drives).csv"
"214","Driving Pct. 300+ (All Drives)","OFF_TEE","Off The Tee","Distance (All Drives)","driving_pct._300+_(all_drives).csv"
"215","Driving Pct. 280-300 (All Drives)","OFF_TEE","Off The Tee","Distance (All Drives)","driving_pct._280-300_(all_drives).csv"
"216","Driving Pct. 260-280 (All Drives)","OFF_TEE","Off The Tee","Distance (All Drives)","driving_pct._260-280_(all_drives).csv"
"217","Driving Pct. 240-260 (All Drives)","OFF_TEE","Off The Tee","Distance (All Drives)","driving_pct._240-260_(all_drives).csv"
"218","Driving Pct. <= 240 (All Drives)","OFF_TEE","Off The Tee","Distance (All Drives)","driving_pct._less-than=_240_(all_drives).csv"
"02341","Percentage of Yardage covered by Tee Shots","OFF_TEE","Off The Tee","Distance (All Drives)","percentage_of_yardage_covered_by_tee_shots.csv"
"02342","Percentage of Yardage covered by Tee Shots - Par 4's","OFF_TEE","Off The Tee","Distance (All Drives)","percentage_of_yardage_covered_by_tee_shots_par_4's.csv"
"02343","Percentage of Yardage covered by Tee Shots - Par 5's","OFF_TEE","Off The Tee","Distance (All Drives)","percentage_of_yardage_covered_by_tee_shots_par_5's.csv"
"101","Driving Distance","OFF_TEE","Off The Tee","Distance (Measured Drives)","driving_distance.csv"
"496","Driving Pct. 320+ (Measured)","OFF_TEE","Off The Tee","Distance (Measured Drives)","driving_pct._320+_(measured).csv"
"495","Driving Pct. 300-320 (Measured)","OFF_TEE","Off The Tee","Distance (Measured Drives)","driving_pct._300-320_(measured).csv"
"454","Driving Pct. 300+ (Measured)","OFF_TEE","Off The Tee","Distance (Measured Drives)","driving_pct._300+_(measured).csv"
"455","Driving Pct. 280-300 (Measured)","OFF_TEE","Off The Tee","Distance (Measured Drives)","driving_pct._280-300_(measured).csv"
"456","Driving Pct. 260-280 (Measured)","OFF_TEE","Off The Tee","Distance (Measured Drives)","driving_pct._260-280_(measured).csv"
"457","Driving Pct. 240-260 (Measured)","OFF_TEE","Off The Tee","Distance (Measured Drives)","driving_pct._240-260_(measured).csv"
"458","Driving Pct. <= 240 (Measured)","OFF_TEE","Off The Tee","Distance (Measured Drives)","driving_pct._less-than=_240_(measured).csv"
"102","Driving Accuracy Percentage","OFF_TEE","Off The Tee","Accuracy","driving_accuracy_percentage.csv"
"02435","Rough Tendency","OFF_TEE","Off The Tee","Accuracy","rough_tendency.csv"
"459","Left Rough Tendency","OFF_TEE","Off The Tee","Accuracy","left_rough_tendency.csv"
"460","Right Rough Tendency","OFF_TEE","Off The Tee","Accuracy","right_rough_tendency.csv"
"080","Right Rough Tendency (RTP Score)","OFF_TEE","Off The Tee","Accuracy","right_rough_tendency_(rtp_score).csv"
"081","Left Rough Tendency (RTP Score)","OFF_TEE","Off The Tee","Accuracy","left_rough_tendency_(rtp_score).csv"
"01008","Fairway Bunker Tendency","OFF_TEE","Off The Tee","Accuracy","fairway_bunker_tendency.csv"
"461","Missed Fairway Percent - Other","OFF_TEE","Off The Tee","Accuracy","missed_fairway_percent_other.csv"
"213","Hit Fairway Percentage","OFF_TEE","Off The Tee","Accuracy","hit_fairway_percentage.csv"
"02420","Distance from Edge of Fairway","OFF_TEE","Off The Tee","Accuracy","distance_from_edge_of_fairway.csv"
"02421","Distance from Center of Fairway","OFF_TEE","Off The Tee","Accuracy","distance_from_center_of_fairway.csv"
"02422","Left Tendency","OFF_TEE","Off The Tee","Accuracy","left_tendency.csv"
"02423","Right Tendency","OFF_TEE","Off The Tee","Accuracy","right_tendency.csv"
"02438","Good Drive Percentage","OFF_TEE","Off The Tee","Accuracy","good_drive_percentage.csv"
"02401","Club Head Speed","OFF_TEE","Off The Tee","Radar","club_head_speed.csv"
"02402","Ball Speed","OFF_TEE","Off The Tee","Radar","ball_speed.csv"
"02403","Smash Factor","OFF_TEE","Off The Tee","Radar","smash_factor.csv"
"02404","Launch Angle","OFF_TEE","Off The Tee","Radar","launch_angle.csv"
"02405","Spin Rate","OFF_TEE","Off The Tee","Radar","spin_rate.csv"
"02406","Distance to Apex","OFF_TEE","Off The Tee","Radar","distance_to_apex.csv"
"02407","Apex Height","OFF_TEE","Off The Tee","Radar","apex_height.csv"
"02408","Hang Time","OFF_TEE","Off The Tee","Radar","hang_time.csv"
"02409","Carry Distance","OFF_TEE","Off The Tee","Radar","carry_distance.csv"
"02410","Carry Efficiency","OFF_TEE","Off The Tee","Radar","carry_efficiency.csv"
"02411","Total Distance Efficiency","OFF_TEE","Off The Tee","Radar","total_distance_efficiency.csv"
"02412","Total Driving Efficiency","OFF_TEE","Off The Tee","Radar","total_driving_efficiency.csv"
"080","Right Rough Tendency (RTP Score)","OFF_TEE","Off The Tee","Scoring","right_rough_tendency_(rtp_score).csv"
"081","Left Rough Tendency (RTP Score)","OFF_TEE","Off The Tee","Scoring","left_rough_tendency_(rtp_score).csv"
"02568","SG: Approach the Green","APPROACH_GREEN","Approach the Green","Strokes Gained - SG","sg_approach_the_green.csv"
"103","Greens in Regulation Percentage","APPROACH_GREEN","Approach the Green","Greens in Regulation","greens_in_regulation_percentage.csv"
"02437","Greens or Fringe in Regulation","APPROACH_GREEN","Approach the Green","Greens in Regulation","greens_or_fringe_in_regulation.csv"
"326","GIR Percentage - 200+ yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_200+_yards.csv"
"327","GIR Percentage - 175-200 yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_175-200_yards.csv"
"328","GIR Percentage - 150-175 yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_150-175_yards.csv"
"329","GIR Percentage - 125-150 yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_125-150_yards.csv"
"330","GIR Percentage - < 125 yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_less-than_125_yards.csv"
"077","GIR Percentage - 100-125 yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_100-125_yards.csv"
"02332","GIR Percentage - 100+ yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_100+_yards.csv"
"02330","GIR Percentage - < 100 yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_less-than_100_yards.csv"
"078","GIR Percentage - 75-100 yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_75-100_yards.csv"
"079","GIR Percentage - < 75 yards","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_less-than_75_yards.csv"
"190","GIR Percentage from Fairway","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_from_fairway.csv"
"02434","GIR Pct. - Fairway Bunker","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_pct._fairway_bunker.csv"
"199","GIR Percentage from Other than Fairway","APPROACH_GREEN","Approach the Green","Greens in Regulation","gir_percentage_from_other_than_fairway.csv"
"331","Proximity to Hole","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","proximity_to_hole.csv"
"02361","Approaches from > 275 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_greater-than_275_yards.csv"
"02360","Approaches from 250-275 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_250-275_yards.csv"
"02359","Approaches from 225-250 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_225-250_yards.csv"
"02358","Approaches from 200-225 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_200-225_yards.csv"
"336","Approaches from > 200 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_greater-than_200_yards.csv"
"337","Approaches from 175-200 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_175-200_yards.csv"
"338","Approaches from 150-175 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_150-175_yards.csv"
"339","Approaches from 125-150 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_125-150_yards.csv"
"340","Approaches from 50-125 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_50-125_yards.csv"
"074","Approaches from 100-125 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_100-125_yards.csv"
"075","Approaches from 75-100 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_75-100_yards.csv"
"076","Approaches from 50-75 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_50-75_yards.csv"
"02329","Approaches from inside 100 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_inside_100_yards.csv"
"02331","Approaches from > 100 yards","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","approaches_from_greater-than_100_yards.csv"
"431","Fairway Proximity","APPROACH_GREEN","Approach the Green","Accuracy from Fairway","fairway_proximity.csv"
"437","Rough Proximity","APPROACH_GREEN","Approach the Green","Accuracy from Rough","rough_proximity.csv"
"432","Left Rough Proximity","APPROACH_GREEN","Approach the Green","Accuracy from Rough","left_rough_proximity.csv"
"433","Right Rough Proximity","APPROACH_GREEN","Approach the Green","Accuracy from Rough","right_rough_proximity.csv"
"02375","Approaches from > 275 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_greater-than_275_yards_(rgh).csv"
"02374","Approaches from 250-275 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_250-275_yards_(rgh).csv"
"02373","Approaches from 225-250 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_225-250_yards_(rgh).csv"
"02372","Approaches from 200-225 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_200-225_yards_(rgh).csv"
"02371","Approaches from > 100 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_greater-than_100_yards_(rgh).csv"
"02370","Approaches from inside 100 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_inside_100_yards_(rgh).csv"
"02369","Approaches from > 200 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_greater-than_200_yards_(rgh).csv"
"02368","Approaches from 175-200 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_175-200_yards_(rgh).csv"
"02367","Approaches from 150-175 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_150-175_yards_(rgh).csv"
"02366","Approaches from 125-150 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_125-150_yards_(rgh).csv"
"02365","Approaches from 50-125 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_50-125_yards_(rgh).csv"
"02364","Approaches from 100-125 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_100-125_yards_(rgh).csv"
"02363","Approaches from 75-100 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_75-100_yards_(rgh).csv"
"02362","Approaches from 50-75 yards (Rgh)","APPROACH_GREEN","Approach the Green","Accuracy from Rough","approaches_from_50-75_yards_(rgh).csv"
"02333","Birdie or Better Percentage - Fairway","APPROACH_GREEN","Approach the Green","Scoring","birdie_or_better_percentage_fairway.csv"
"02334","Birdie or Better Percentage - Left Rough","APPROACH_GREEN","Approach the Green","Scoring","birdie_or_better_percentage_left_rough.csv"
"02335","Birdie or Better Percentage - Right Rough","APPROACH_GREEN","Approach the Green","Scoring","birdie_or_better_percentage_right_rough.csv"
"02336","Birdie or Better Percentage - Rough","APPROACH_GREEN","Approach the Green","Scoring","birdie_or_better_percentage_rough.csv"
"357","Birdie or Better Percentage - 200+ yards","APPROACH_GREEN","Approach the Green","Scoring","birdie_or_better_percentage_200+_yards.csv"
"358","Birdie or Better Percentage - 175-200 yards","APPROACH_GREEN","Approach the Green","Scoring","birdie_or_better_percentage_175-200_yards.csv"
"359","Birdie or Better Percentage - 150-175 yards","APPROACH_GREEN","Approach the Green","Scoring","birdie_or_better_percentage_150-175_yards.csv"
"360","Birdie or Better Percentage - 125-150 yards","APPROACH_GREEN","Approach the Green","Scoring","birdie_or_better_percentage_125-150_yards.csv"
"361","Birdie or Better Percentage - < 125 yards","APPROACH_GREEN","Approach the Green","Scoring","birdie_or_better_percentage_less-than_125_yards.csv"
"02379","Approach > 275 yards (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approach_greater-than_275_yards_(rtp).csv"
"02378","Approach 250-275 yards (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approach_250-275_yards_(rtp).csv"
"02377","Approach 225-250 yards (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approach_225-250_yards_(rtp).csv"
"02376","Approach 200-225 yards (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approach_200-225_yards_(rtp).csv"
"480","Approach > 200 yards (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approach_greater-than_200_yards_(rtp_score).csv"
"479","Approach 175-200 yards (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approach_175-200_yards_(rtp_score).csv"
"478","Approach 150-175 yards (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approach_150-175_yards_(rtp_score).csv"
"473","Approach 125-150 yards (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approach_125-150_yards_(rtp_score).csv"
"472","Approach < 125 yards (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approach_less-than_125_yards_(rtp_score).csv"
"028","Approach 100-125 yards (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approach_100-125_yards_(rtp_score).csv"
"029","Approach 75-100 yards (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approach_75-100_yards_(rtp_score).csv"
"030","Approach 50-75 yards (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approach_50-75_yards_(rtp_score).csv"
"02380","Approaches 50-75 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_50-75_yards-rgh_(rtp).csv"
"02381","Approaches 75-100 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_75-100_yards-rgh_(rtp).csv"
"02382","Approaches 100-125 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_100-125_yards-rgh_(rtp).csv"
"02383","Approaches 50-125 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_50-125_yards-rgh_(rtp).csv"
"02384","Approaches 125-150 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_125-150_yards-rgh_(rtp).csv"
"02385","Approaches 150-175 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_150-175_yards-rgh_(rtp).csv"
"02386","Approaches 175-200 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_175-200_yards-rgh_(rtp).csv"
"02387","Approaches > 200 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_greater-than_200_yards-rgh_(rtp).csv"
"02388","Approaches < 100 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_less-than_100_yards-rgh_(rtp).csv"
"02389","Approaches > 100 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_greater-than_100_yards-rgh_(rtp).csv"
"02390","Approaches 200-225 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_200-225_yards-rgh_(rtp).csv"
"02391","Approaches 225-250 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_225-250_yards-rgh_(rtp).csv"
"02392","Approaches 250-275 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_250-275_yards-rgh_(rtp).csv"
"02393","Approaches > 275 yards-Rgh (RTP)","APPROACH_GREEN","Approach the Green","Scoring","approaches_greater-than_275_yards-rgh_(rtp).csv"
"469","Approaches Left Rough (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approaches_left_rough_(rtp_score).csv"
"470","Approaches Right Rough (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","approaches_right_rough_(rtp_score).csv"
"471","Fairway Approach (RTP Score)","APPROACH_GREEN","Approach the Green","Scoring","fairway_approach_(rtp_score).csv"
"419","Going for the Green","APPROACH_GREEN","Approach the Green","Going for it","going_for_the_green.csv"
"486","Going for the Green - Hit Green Pct.","APPROACH_GREEN","Approach the Green","Going for it","going_for_the_green_hit_green_pct..csv"
"02357","Going for the Green - Birdie or Better","APPROACH_GREEN","Approach the Green","Going for it","going_for_the_green_birdie_or_better.csv"
"436","Par 5 Going for the Green","APPROACH_GREEN","Approach the Green","Going for it","par_5_going_for_the_green.csv"
"02426","Average Going for it Shot Distance (in Yards)","APPROACH_GREEN","Approach the Green","Going for it","average_going_for_it_shot_distance_(in_yards).csv"
"02431","Average Distance after Going for it Shot","APPROACH_GREEN","Approach the Green","Going for it","average_distance_after_going_for_it_shot.csv"
"350","Total Hole Outs","APPROACH_GREEN","Approach the Green","Holeouts, Other","total_hole_outs.csv"
"351","Longest Hole Outs (in yards)","APPROACH_GREEN","Approach the Green","Holeouts, Other","longest_hole_outs_(in_yards).csv"
"02325","Average Approach Shot Distance","APPROACH_GREEN","Approach the Green","Holeouts, Other","average_approach_shot_distance.csv"
"02338","Average Approach Distance - Birdie or Better","APPROACH_GREEN","Approach the Green","Holeouts, Other","average_approach_distance_birdie_or_better.csv"
"02339","Average Approach Distance - Par","APPROACH_GREEN","Approach the Green","Holeouts, Other","average_approach_distance_par.csv"
"02340","Average Approach Distance - Bogey or Worse","APPROACH_GREEN","Approach the Green","Holeouts, Other","average_approach_distance_bogey_or_worse.csv"
"02430","Average Distance to Hole After Tee Shot","APPROACH_GREEN","Approach the Green","Holeouts, Other","average_distance_to_hole_after_tee_shot.csv"
"02569","SG: Around-the-Green","AROUND_GREEN","Around the Green","Stokes Gained - SG","sg_around-the-green.csv"
"130","Scrambling","AROUND_GREEN","Around the Green","Up and Down","scrambling.csv"
"362","Scrambling from the Sand","AROUND_GREEN","Around the Green","Up and Down","scrambling_from_the_sand.csv"
"363","Scrambling from the Rough","AROUND_GREEN","Around the Green","Up and Down","scrambling_from_the_rough.csv"
"364","Scrambling from the Fringe","AROUND_GREEN","Around the Green","Up and Down","scrambling_from_the_fringe.csv"
"365","Scrambling from Other Locations","AROUND_GREEN","Around the Green","Up and Down","scrambling_from_other_locations.csv"
"366","Scrambling from > 30 yards","AROUND_GREEN","Around the Green","Up and Down","scrambling_from_greater-than_30_yards.csv"
"367","Scrambling from 20-30 yards","AROUND_GREEN","Around the Green","Up and Down","scrambling_from_20-30_yards.csv"
"368","Scrambling from 10-20 yards","AROUND_GREEN","Around the Green","Up and Down","scrambling_from_10-20_yards.csv"
"369","Scrambling from < 10 yards","AROUND_GREEN","Around the Green","Up and Down","scrambling_from_less-than_10_yards.csv"
"111","Sand Save Percentage","AROUND_GREEN","Around the Green","Up and Down","sand_save_percentage.csv"
"370","Sand Saves from 30+ yards","AROUND_GREEN","Around the Green","Up and Down","sand_saves_from_30+_yards.csv"
"371","Sand Saves from 20-30 yards","AROUND_GREEN","Around the Green","Up and Down","sand_saves_from_20-30_yards.csv"
"372","Sand Saves from 10-20 yards","AROUND_GREEN","Around the Green","Up and Down","sand_saves_from_10-20_yards.csv"
"373","Sand Saves from < 10 yards","AROUND_GREEN","Around the Green","Up and Down","sand_saves_from_less-than_10_yards.csv"
"374","Proximity to Hole (ARG)","AROUND_GREEN","Around the Green","Accuracy","proximity_to_hole_(arg).csv"
"375","Proximity to Hole from Sand","AROUND_GREEN","Around the Green","Accuracy","proximity_to_hole_from_sand.csv"
"377","Proximity to Hole from Fringe","AROUND_GREEN","Around the Green","Accuracy","proximity_to_hole_from_fringe.csv"
"376","Proximity to Hole from Rough","AROUND_GREEN","Around the Green","Accuracy","proximity_to_hole_from_rough.csv"
"378","Proximity to Hole from Other Locations","AROUND_GREEN","Around the Green","Accuracy","proximity_to_hole_from_other_locations.csv"
"379","Proximity to Hole from 30+ yards","AROUND_GREEN","Around the Green","Accuracy","proximity_to_hole_from_30+_yards.csv"
"380","Proximity to Hole from 20-30 yards","AROUND_GREEN","Around the Green","Accuracy","proximity_to_hole_from_20-30_yards.csv"
"381","Proximity to Hole from 10-20 yards","AROUND_GREEN","Around the Green","Accuracy","proximity_to_hole_from_10-20_yards.csv"
"382","Proximity to Hole from < 10 yards","AROUND_GREEN","Around the Green","Accuracy","proximity_to_hole_from_less-than_10_yards.csv"
"481","Scrambling Average Distance to Hole","AROUND_GREEN","Around the Green","Accuracy","scrambling_average_distance_to_hole.csv"
"466","Scrambling > 30 yds (RTP Score)","AROUND_GREEN","Around the Green","Scoring","scrambling_greater-than_30_yds_(rtp_score).csv"
"467","Scrambling 20-30 yds (RTP Score)","AROUND_GREEN","Around the Green","Scoring","scrambling_20-30_yds_(rtp_score).csv"
"468","Scrambling 10-20 yds (RTP Score)","AROUND_GREEN","Around the Green","Scoring","scrambling_10-20_yds_(rtp_score).csv"
"465","Scrambling Fringe (RTP Score)","AROUND_GREEN","Around the Green","Scoring","scrambling_fringe_(rtp_score).csv"
"464","Scrambling Rough (RTP Score)","AROUND_GREEN","Around the Green","Scoring","scrambling_rough_(rtp_score).csv"
"02564","SG: Putting","PUTTING","Putting","Strokes Gained - SG","sg_putting.csv"
"02428","Total Putting","PUTTING","Putting","Putting Averages","total_putting.csv"
"02439","Bonus Putting","PUTTING","Putting","Putting Averages","bonus_putting.csv"
"104","Putting Average","PUTTING","Putting","Putting Averages","putting_average.csv"
"402","Overall Putting Average","PUTTING","Putting","Putting Averages","overall_putting_average.csv"
"115","Birdie or Better Conversion Percentage","PUTTING","Putting","Putting Averages","birdie_or_better_conversion_percentage.csv"
"119","Putts Per Round","PUTTING","Putting","Putts per Round","putts_per_round.csv"
"393","Putts per Round - Round 1","PUTTING","Putting","Putts per Round","putts_per_round_round_1.csv"
"394","Putts per Round - Round 2","PUTTING","Putting","Putts per Round","putts_per_round_round_2.csv"
"395","Putts per Round - Round 3","PUTTING","Putting","Putts per Round","putts_per_round_round_3.csv"
"396","Putts per Round - Round 4","PUTTING","Putting","Putts per Round","putts_per_round_round_4.csv"
"397","Putts per Round - Round 5","PUTTING","Putting","Putts per Round","putts_per_round_round_5.csv"
"398","1-Putts per Round","PUTTING","Putting","Putts per Round","1-putts_per_round.csv"
"399","2-Putts per Round","PUTTING","Putting","Putts per Round","2-putts_per_round.csv"
"400","3-Putts per Round","PUTTING","Putting","Putts per Round","3-putts_per_round.csv"
"401","3+ Putts per Round","PUTTING","Putting","Putts per Round","3+_putts_per_round.csv"
"413","One-Putt Percentage","PUTTING","Putting","One-Putts","one-putt_percentage.csv"
"414","One-Putt Percentage - Round 1","PUTTING","Putting","One-Putts","one-putt_percentage_round_1.csv"
"415","One-Putt Percentage - Round 2","PUTTING","Putting","One-Putts","one-putt_percentage_round_2.csv"
"416","One-Putt Percentage - Round 3","PUTTING","Putting","One-Putts","one-putt_percentage_round_3.csv"
"417","One-Putt Percentage - Round 4","PUTTING","Putting","One-Putts","one-putt_percentage_round_4.csv"
"418","One-Putt Percentage - Round 5","PUTTING","Putting","One-Putts","one-putt_percentage_round_5.csv"
"420","Total 1 Putts - Inside 5'","PUTTING","Putting","One-Putts","total_1_putts_inside_5'.csv"
"421","Total 1 Putts - 5-10'","PUTTING","Putting","One-Putts","total_1_putts_5-10'.csv"
"422","Total 1 Putts - 10-15'","PUTTING","Putting","One-Putts","total_1_putts_10-15'.csv"
"423","Total 1 Putts - 15-20'","PUTTING","Putting","One-Putts","total_1_putts_15-20'.csv"
"424","Total 1 Putts - 20-25'","PUTTING","Putting","One-Putts","total_1_putts_20-25'.csv"
"425","Total 1 Putts - > 25'","PUTTING","Putting","One-Putts","total_1_putts_greater-than_25'.csv"
"398","1-Putts per Round","PUTTING","Putting","One-Putts","1-putts_per_round.csv"
"498","Longest Putts","PUTTING","Putting","One-Putts","longest_putts.csv"
"426","3-Putt Avoidance","PUTTING","Putting","Three-Putts","3-putt_avoidance.csv"
"427","3-Putt Avoidance - Round 1","PUTTING","Putting","Three-Putts","3-putt_avoidance_round_1.csv"
"428","3-Putt Avoidance - Round 2","PUTTING","Putting","Three-Putts","3-putt_avoidance_round_2.csv"
"429","3-Putt Avoidance - Round 3","PUTTING","Putting","Three-Putts","3-putt_avoidance_round_3.csv"
"430","3-Putt Avoidance - Round 4","PUTTING","Putting","Three-Putts","3-putt_avoidance_round_4.csv"
"440","3-Putt Avoidance - Round 5","PUTTING","Putting","Three-Putts","3-putt_avoidance_round_5.csv"
"068","3-Putt Avoidance - Inside 5'","PUTTING","Putting","Three-Putts","3-putt_avoidance_inside_5'.csv"
"069","3-Putt Avoidance - 5-10'","PUTTING","Putting","Three-Putts","3-putt_avoidance_5-10'.csv"
"070","3-Putt Avoidance - 10-15'","PUTTING","Putting","Three-Putts","3-putt_avoidance_10-15'.csv"
"145","3-Putt Avoidance - 15-20'","PUTTING","Putting","Three-Putts","3-putt_avoidance_15-20'.csv"
"146","3-Putt Avoidance - 20-25'","PUTTING","Putting","Three-Putts","3-putt_avoidance_20-25'.csv"
