YEAR,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
2018,0,23320,Ryan Palmer,3,1.0,,
2018,0,26476,Chez Reavie,3,2.0,,
2018,0,36699,Patrick Rodgers,3,,,
2018,0,37275,Sam Ryder,3,1.0,,
2018,0,46501,Ollie Schniederjans,3,1.0,,
2018,0,26331,Charl Schwartzel,3,1.0,1.0,
2018,0,24502,Adam Scott,3,1.0,,
2018,0,29518,Brendan Steele,3,1.0,1.0,
2018,0,31560,Brian Stuard,3,,,
2018,0,23325,Vaughn Taylor,3,,,
2018,0,32333,Kevin Tway,3,,,
2018,0,37189,Harold Varner III,3,,,
2018,0,31323,Gary Woodland,3,1.0,,
2018,0,30978,Kiradech Aphibarnrat,2,,,
2018,0,27958,Ryan Blaum,2,,,
2018,0,29479,Scott Brown,2,,,
2018,0,29268,Bronson Burgoon,2,1.0,,
2018,0,12510,Chad Campbell,2,1.0,,
2018,0,34021,Bud Cauley,2,,,
2018,0,20472,Alex Cejka,2,1.0,,
2018,0,25686,Jason Dufner,2,1.0,,
2018,0,45609,Tyler Duncan,2,,,
2018,0,46567,Paul Dunne,2,,,
2018,0,34099,Harris English,2,,,
2018,0,10809,Jim Furyk,2,,,
2018,0,29535,Brice Garnett,2,1.0,,
2018,0,29974,Branden Grace,2,1.0,,
2018,0,26758,David Hearn,2,,,
2018,0,34174,John Huh,2,1.0,,
2018,0,24024,Zach Johnson,2,,,
2018,0,27974,Sung Kang,2,2.0,,
2018,0,50526,Tom Lovelady,2,1.0,,
2018,0,34213,Grayson Murray,2,,,
2018,0,24140,Sean O'Hair,2,1.0,,
2018,0,35947,John Oda,2,1.0,,
2018,0,29908,C.T. Pan,2,1.0,,
2018,0,22056,Cameron Percy,2,,,
2018,0,25818,Scott Piercy,2,1.0,,
2018,0,32876,Martin Piller,2,1.0,,
2018,0,49771,J.T. Poston,2,,,
2018,0,28252,Seamus Power,2,,,
2018,0,39327,Ben Silverman,2,,,
2018,0,30692,Scott Stallings,2,,,
2018,0,25493,Nick Taylor,2,,,
2018,0,47128,Richy Werenski,2,1.0,,
2018,0,22371,Aaron Baddeley,1,,,
2018,0,24846,Ricky Barnes,1,,,
2018,0,40026,Daniel Berger,1,,,
2018,0,47504,Sam Burns,1,,,
2018,0,20593,Greg Chalmers,1,,,
2018,0,24357,K.J. Choi,1,,,
2018,0,39997,Corey Conners,1,,,
2018,0,23541,Ben Crane,1,,,
2018,0,23638,Brendon de Jonge,1,,,
2018,0,27436,Graham DeLaet,1,,,
2018,0,28307,Matt Every,1,,,
2018,0,31416,Derek Fathauer,1,,,
2018,0,40098,Matt Fitzpatrick,1,,,
2018,0,24358,Robert Garrigus,1,,,
2018,0,25900,Lucas Glover,1,,,
2018,0,20157,Retief Goosen,1,,,
2018,0,24924,Bill Haas,1,,,
2018,0,32448,James Hahn,1,1.0,,
2018,0,27324,Seungsu Han,1,,,
2018,0,23353,J.J. Henry,1,,,
2018,0,35506,Mackenzie Hughes,1,,,
2018,0,39384,Alex Kang,1,,,
2018,0,46440,Smylie Kaufman,1,,,
2018,0,39975,Michael Kim,1,1.0,,
2018,0,32816,Satoshi Kodaira,1,1.0,,
2018,0,37278,Nicholas Lindheim,1,,,
2018,0,24781,Hunter Mahan,1,,,
2018,0,33413,Ben Martin,1,,,
2018,0,47993,Denny McCarthy,1,,,
2018,0,25572,Graeme McDowell,1,,,
2018,0,51394,A.J. McInerney,1,,,
2018,0,33968,Thorbjørn Olesen,1,1.0,,
2018,0,34414,Chris Paisley,1,,,
2018,0,34709,Eddie Pepperell,1,,,
2018,0,33293,Thomas Pieters,1,,,
2018,0,25240,D.A. Points,1,,,
2018,0,27556,Ted Potter Jr.,1,1.0,,
2018,0,34358,Jonathan Randolph,1,1.0,,
2018,0,25562,Andres Romero,1,,,
2018,0,23621,Rory Sabbatini,1,,,
2018,0,47347,Adam Schenk,1,,,
2018,0,39953,Chase Seiffert,1,,,
2018,0,39113,Shubhankar Sharma,1,,,
2018,0,33418,Shawn Stefani,1,,,
2018,0,34431,Robert Streb,1,,,
2018,0,47574,Scott Strohmeyer,1,,,
2018,0,27963,Chris Stroud,1,,,
2018,0,25834,Daniel Summerhays,1,,,
2018,0,45478,Julian Suri,1,,,
2018,0,28132,Tyrone Van Aswegen,1,,,
2018,0,27064,Jhonattan Vegas,1,,,
2018,0,27095,Nick Watney,1,1.0,,
2018,0,25892,Steve Wheatcroft,1,,,
2018,0,29454,Bernd Wiesberger,1,,,
2018,0,32254,Xinjun Zhang,1,,,
2017,0,34046,Jordan Spieth,12,3.0,3.0,2.0
2017,0,33448,Justin Thomas,12,5.0,1.0,
2017,0,46970,Jon Rahm,11,1.0,2.0,2.0
2017,0,32102,Rickie Fowler,10,1.0,2.0,2.0
2017,0,25364,Paul Casey,9,1.0,,
2017,0,23108,Matt Kuchar,9,1.0,,
2017,0,29725,Tony Finau,8,1.0,,
2017,0,30925,Dustin Johnson,8,4.0,1.0,1.0
2017,0,29478,Kevin Kisner,8,1.0,2.0,1.0
2017,0,22405,Justin Rose,8,3.0,,
2017,0,27644,Brian Harman,7,1.0,1.0,1.0
2017,0,12716,Charley Hoffman,7,2.0,2.0,
2017,0,36689,Brooks Koepka,7,1.0,2.0,
2017,0,26851,Marc Leishman,7,2.0,1.0,
2017,0,32839,Hideki Matsuyama,7,3.0,3.0,
2017,0,40026,Daniel Berger,6,1.0,2.0,
2017,0,27436,Graham DeLaet,6,,,
2017,0,28237,Rory McIlroy,6,,,
2017,0,24361,Pat Perez,6,1.0,1.0,1.0
2017,0,29221,Webb Simpson,6,1.0,1.0,
2017,0,33141,Keegan Bradley,5,,,
2017,0,48084,Wesley Bryan,5,1.0,1.0,
2017,0,34021,Bud Cauley,5,1.0,,
2017,0,32366,Kevin Chappell,5,1.0,,
2017,0,28089,Jason Day,5,1.0,,
2017,0,33399,Adam Hadwin,5,1.0,1.0,
2017,0,34098,Russell Henley,5,1.0,1.0,
2017,0,21961,Charles Howell III,5,2.0,,
2017,0,27936,Martin Laird,5,1.0,,
2017,0,1810,Phil Mickelson,5,,,
2017,0,25198,Francesco Molinari,5,1.0,,
2017,0,25396,Kevin Na,5,,,
2017,0,24140,Sean O'Hair,5,1.0,,
2017,0,46501,Ollie Schniederjans,5,1.0,1.0,
2017,0,30110,Kyle Stanley,5,1.0,,
2017,0,31323,Gary Woodland,5,2.0,,
2017,0,26499,Rafa Cabrera Bello,4,,,
2017,0,35450,Patrick Cantlay,4,1.0,1.0,
2017,0,25900,Lucas Glover,4,1.0,,
2017,0,24924,Bill Haas,4,1.0,,
2017,0,32448,James Hahn,4,1.0,,
2017,0,29420,Billy Horschel,4,1.0,1.0,
2017,0,24024,Zach Johnson,4,1.0,,
2017,0,33122,Russell Knox,4,1.0,,
2017,0,29926,Danny Lee,4,1.0,,
2017,0,29461,Jamie Lovemark,4,1.0,,
2017,0,26329,Louis Oosthuizen,4,2.0,1.0,
2017,0,25818,Scott Piercy,4,1.0,,
2017,0,33293,Thomas Pieters,4,1.0,,
2017,0,26476,Chez Reavie,4,,,
2017,0,34360,Patrick Reed,4,1.0,,
2017,0,48081,Xander Schauffele,4,2.0,,
2017,0,24502,Adam Scott,4,,,
2017,0,35891,Cameron Smith,4,1.0,,
2017,0,27649,Brandt Snedeker,4,,,
2017,0,29518,Brendan Steele,4,1.0,,
2017,0,34264,Hudson Swafford,4,1.0,,
2017,0,25493,Nick Taylor,4,,,
2017,0,27064,Jhonattan Vegas,4,1.0,1.0,
2017,0,25804,Bubba Watson,4,,,
2017,0,33948,Byeong Hun An,3,,,
2017,0,40009,Dominic Bozzelli,3,1.0,,
2017,0,12510,Chad Campbell,3,,,
2017,0,20229,Stewart Cink,3,,,
2017,0,27896,Ross Fisher,3,1.0,,
2017,0,30911,Tommy Fleetwood,3,1.0,,
2017,0,21209,Sergio Garcia,3,1.0,,
2017,0,24358,Robert Garrigus,3,,,
2017,0,19846,Brian Gay,3,1.0,,
2017,0,34363,Tyrrell Hatton,3,,,
2017,0,27974,Sung Kang,3,1.0,,
2017,0,30926,Chris Kirk,3,1.0,,
2017,0,32757,Patton Kizzire,3,1.0,,
2017,0,35879,Kelly Kraft,3,1.0,1.0,
2017,0,31420,Anirban Lahiri,3,1.0,1.0,
2017,0,27129,Luke List,3,1.0,1.0,
2017,0,31202,William McGirt,3,1.0,,
2017,0,29289,S.Y. Noh,3,,,
2017,0,27349,Alex Noren,3,,,
2017,0,23320,Ryan Palmer,3,,,
2017,0,29908,C.T. Pan,3,1.0,,
2017,0,36699,Patrick Rodgers,3,1.0,,
2017,0,26331,Charl Schwartzel,3,1.0,1.0,
2017,0,39324,J.J. Spaun,3,,,
2017,0,30692,Scott Stallings,3,1.0,,
2017,0,21528,Henrik Stenson,3,1.0,1.0,
2017,0,34431,Robert Streb,3,1.0,,
2017,0,27963,Chris Stroud,3,1.0,,
2017,0,33419,Cameron Tringale,3,,,
2017,0,32333,Kevin Tway,3,2.0,,
2017,0,47128,Richy Werenski,3,1.0,,
2017,0,22371,Aaron Baddeley,2,,,
2017,0,27958,Ryan Blaum,2,,,
2017,0,29479,Scott Brown,2,2.0,,
2017,0,32070,Rafael Campos,2,,,
2017,0,25720,Chad Collins,2,1.0,,
2017,0,47959,Bryson DeChambeau,2,1.0,1.0,
2017,0,25686,Jason Dufner,2,1.0,,
2017,0,34099,Harris English,2,,,
2017,0,31416,Derek Fathauer,2,1.0,,
2017,0,28500,Martin Flores,2,,,
2017,0,29974,Branden Grace,2,,,
2017,0,39954,Cody Gribble,2,1.0,,
2017,0,31646,Emiliano Grillo,2,,,
2017,0,26758,David Hearn,2,,,
2017,0,23063,Scott Hend,2,,,
2017,0,23353,J.J. Henry,2,,,
2017,0,31557,Jim Herman,2,1.0,,
2017,0,35532,Tom Hoge,2,,,
2017,0,27141,J.B. Holmes,2,,,
2017,0,35506,Mackenzie Hughes,2,1.0,,
2017,0,34174,John Huh,2,,,
2017,0,37455,Si Woo Kim,2,1.0,,
2017,0,37454,Whee Kim,2,1.0,,
2017,0,33413,Ben Martin,2,,,
2017,0,26596,Ryan Moore,2,1.0,,
2017,0,34213,Grayson Murray,2,1.0,,
2017,0,20691,Greg Owen,2,2.0,,
2017,0,24138,Ian Poulter,2,1.0,1.0,
2017,0,29223,Sam Saunders,2,,,
2017,0,27214,Kevin Streelman,2,,,
2017,0,6527,Steve Stricker,2,,,
2017,0,27770,Camilo Villegas,2,1.0,,
2017,0,26951,Johnson Wagner,2,1.0,,
2017,0,33120,Mark Anderson,1,,,
2017,0,20098,Stuart Appleby,1,,,
2017,0,19803,Ryan Armour,1,,,
2017,0,35545,Blayne Barber,1,1.0,,
2017,0,40058,Zac Blair,1,,,
2017,0,27895,Jonas Blixt,1,1.0,,
2017,0,47504,Sam Burns,1,,,
2017,0,24925,Jonathan Byrd,1,,,
2017,0,20848,Ángel Cabrera,1,,,
2017,0,20472,Alex Cejka,1,,,
2017,0,23541,Ben Crane,1,,,
2017,0,34076,Joel Dahmen,1,,,
2017,0,23983,Luke Donald,1,1.0,,
2017,0,30191,Julián Etulain,1,,,
2017,0,10809,Jim Furyk,1,,,
2017,0,29720,Andres Gonzales,1,,,
2017,0,20157,Retief Goosen,1,1.0,,
2017,0,46550,Brandon Hagy,1,,,
2017,0,33461,Morgan Hoffmann,1,1.0,,
2017,0,29222,Billy Hurley III,1,,,
2017,0,30852,Ryo Ishikawa,1,,,
2017,0,27747,Hiroshi Iwata,1,,,
2017,0,34242,Andrew Johnston,1,,,
2017,0,46440,Smylie Kaufman,1,,,
2017,0,27408,Martin Kaymer,1,,,
2017,0,39975,Michael Kim,1,1.0,,
2017,0,22986,Søren Kjeldsen,1,,,
2017,0,49773,Chase Koepka,1,,,
2017,0,30944,Jason Kokrak,1,,,
2017,0,46732,Rick Lamb,1,1.0,,
2017,0,27466,Spencer Levin,1,,,
2017,0,35296,Haotong Li,1,1.0,,
2017,0,34409,David Lingmerth,1,,,
2017,0,35300,Andrew Loupe,1,,,
2017,0,1706,Davis Love III,1,,,
2017,0,33204,Shane Lowry,1,,,
2017,0,37380,Curtis Luck,1,,,
2017,0,23548,Bill Lunde,1,1.0,,
2017,0,32640,Troy Merritt,1,,,
2017,0,46601,Trey Mullinax,1,,,
2017,0,48822,Sebastián Muñoz,1,1.0,,
2017,0,30163,Henrik Norlander,1,1.0,,
2017,0,22046,Geoff Ogilvy,1,,,
2017,0,33968,Thorbjørn Olesen,1,,,
2017,0,27942,Rob Oppenheim,1,,,
2017,0,20572,Rod Pampling,1,1.0,,
2017,0,22056,Cameron Percy,1,,,
2017,0,25240,D.A. Points,1,1.0,,
2017,0,49771,J.T. Poston,1,,,
2017,0,28252,Seamus Power,1,,,
2017,0,34358,Jonathan Randolph,1,,,
2017,0,23497,Tag Ridings,1,1.0,,
2017,0,23621,Rory Sabbatini,1,,,
2017,0,46464,Jordan L Smith,1,,,
2017,0,35174,Matthew Southgate,1,,,
2017,0,33418,Shawn Stefani,1,,,
2017,0,25834,Daniel Summerhays,1,,,
2017,0,21498,Hideto Tanihara,1,,,
2017,0,32150,Michael Thompson,1,,,
2017,0,52144,Braden Thornberry,1,,,
2017,0,29484,Peter Uihlein,1,,,
2017,0,28132,Tyrone Van Aswegen,1,,,
2017,0,37189,Harold Varner III,1,,,
2017,0,25632,Jimmy Walker,1,,,
2017,0,27095,Nick Watney,1,,,
2017,0,26289,Boo Weekley,1,,,
2017,0,25892,Steve Wheatcroft,1,,,
2017,0,49964,Aaron Wise,1,,,
2016,0,30925,Dustin Johnson,15,3.0,1.0,2.0
2016,0,34360,Patrick Reed,11,1.0,2.0,
2016,0,28089,Jason Day,10,3.0,1.0,1.0
2016,0,23108,Matt Kuchar,10,3.0,,
2016,0,26596,Ryan Moore,9,1.0,1.0,1.0
2016,0,24502,Adam Scott,9,2.0,2.0,
2016,0,32366,Kevin Chappell,8,4.0,1.0,
2016,0,32102,Rickie Fowler,8,1.0,,
2016,0,32839,Hideki Matsuyama,8,1.0,1.0,
2016,0,28237,Rory McIlroy,8,2.0,1.0,
2016,0,25396,Kevin Na,8,2.0,2.0,
2016,0,34046,Jordan Spieth,8,2.0,1.0,1.0
2016,0,25364,Paul Casey,7,2.0,,
2016,0,36689,Brooks Koepka,7,2.0,1.0,
2016,0,31202,William McGirt,7,1.0,1.0,
2016,0,27649,Brandt Snedeker,7,1.0,1.0,2.0
2016,0,33448,Justin Thomas,7,1.0,4.0,
2016,0,40026,Daniel Berger,6,1.0,,
2016,0,25686,Jason Dufner,6,1.0,,
2016,0,29974,Branden Grace,6,1.0,,
2016,0,24924,Bill Haas,6,1.0,1.0,
2016,0,27141,J.B. Holmes,6,1.0,,
2016,0,29478,Kevin Kisner,6,1.0,1.0,
2016,0,1810,Phil Mickelson,6,3.0,1.0,
2016,0,22371,Aaron Baddeley,5,1.0,,
2016,0,29420,Billy Horschel,5,,,
2016,0,21961,Charles Howell III,5,,,
2016,0,24024,Zach Johnson,5,,,
2016,0,37455,Si Woo Kim,5,1.0,1.0,
2016,0,32757,Patton Kizzire,5,1.0,,
2016,0,29461,Jamie Lovemark,5,1.0,,
2016,0,25572,Graeme McDowell,5,1.0,1.0,
2016,0,23800,Bryce Molder,5,,,
2016,0,29476,Kyle Reifers,5,,,
2016,0,22405,Justin Rose,5,1.0,,
2016,0,26331,Charl Schwartzel,5,1.0,,
2016,0,27064,Jhonattan Vegas,5,1.0,,
2016,0,25632,Jimmy Walker,5,1.0,1.0,
2016,0,24846,Ricky Barnes,4,,,
2016,0,29479,Scott Brown,4,,,
2016,0,32200,Roberto Castro,4,1.0,1.0,
2016,0,20472,Alex Cejka,4,1.0,,
2016,0,21209,Sergio Garcia,4,1.0,1.0,
2016,0,28679,Fabián Gómez,4,1.0,,
2016,0,34098,Russell Henley,4,,,
2016,0,46440,Smylie Kaufman,4,1.0,,
2016,0,33122,Russell Knox,4,2.0,2.0,
2016,0,30944,Jason Kokrak,4,1.0,,
2016,0,35300,Andrew Loupe,4,1.0,,
2016,0,21528,Henrik Stenson,4,1.0,1.0,1.0
2016,0,37189,Harold Varner III,4,,,
2016,0,25804,Bubba Watson,4,1.0,1.0,
2016,0,31323,Gary Woodland,4,1.0,,
2016,0,24507,Jason Bohn,3,2.0,1.0,
2016,0,26499,Rafa Cabrera Bello,3,1.0,,
2016,0,12510,Chad Campbell,3,,,
2016,0,34021,Bud Cauley,3,,,
2016,0,34262,Jon Curran,3,1.0,,
2016,0,27436,Graham DeLaet,3,,,
2016,0,34099,Harris English,3,1.0,1.0,
2016,0,10809,Jim Furyk,3,1.0,,
2016,0,24358,Robert Garrigus,3,,,
2016,0,31646,Emiliano Grillo,3,1.0,1.0,
2016,0,32448,James Hahn,3,1.0,,
2016,0,34174,John Huh,3,,,
2016,0,21731,Freddie Jacobson,3,,,
2016,0,30926,Chris Kirk,3,,,
2016,0,30711,Colt Knost,3,2.0,,
2016,0,27936,Martin Laird,3,1.0,,
2016,0,34466,Peter Malnati,3,1.0,,
2016,0,25198,Francesco Molinari,3,,,
2016,0,26329,Louis Oosthuizen,3,1.0,,
2016,0,23320,Ryan Palmer,3,1.0,,
2016,0,25818,Scott Piercy,3,2.0,,
2016,0,46970,Jon Rahm,3,1.0,1.0,
2016,0,36699,Patrick Rodgers,3,1.0,,
2016,0,29485,Brett Stegmaier,3,1.0,,
2016,0,6527,Steve Stricker,3,1.0,,
2016,0,26951,Johnson Wagner,3,,,
2016,0,32139,Danny Willett,3,1.0,2.0,
2016,0,33948,Byeong Hun An,2,1.0,,
2016,0,40058,Zac Blair,2,1.0,,
2016,0,27895,Jonas Blixt,2,1.0,,
2016,0,33141,Keegan Bradley,2,,,
2016,0,24357,K.J. Choi,2,1.0,,
2016,0,23983,Luke Donald,2,2.0,,
2016,0,20104,Ken Duke,2,1.0,,
2016,0,29725,Tony Finau,2,1.0,,
2016,0,40098,Matt Fitzpatrick,2,,,
2016,0,29535,Brice Garnett,2,,,
2016,0,25900,Lucas Glover,2,,,
2016,0,33399,Adam Hadwin,2,,,
2016,0,27644,Brian Harman,2,,,
2016,0,34363,Tyrrell Hatton,2,,,
2016,0,26758,David Hearn,2,,,
2016,0,31557,Jim Herman,2,1.0,,
2016,0,35532,Tom Hoge,2,,,
2016,0,29222,Billy Hurley III,2,1.0,,
2016,0,27974,Sung Kang,2,,,
2016,0,8075,Jerry Kelly,2,1.0,,
2016,0,37454,Whee Kim,2,1.0,,
2016,0,22986,Søren Kjeldsen,2,,,
2016,0,29926,Danny Lee,2,,,
2016,0,26851,Marc Leishman,2,,,
2016,0,27466,Spencer Levin,2,,,
2016,0,34409,David Lingmerth,2,1.0,,
2016,0,27129,Luke List,2,,,
2016,0,33204,Shane Lowry,2,1.0,,
2016,0,28158,Steve Marino,2,1.0,,
2016,0,33413,Ben Martin,2,1.0,,
2016,0,24140,Sean O'Hair,2,1.0,,
2016,0,32876,Martin Piller,2,,,
2016,0,26476,Chez Reavie,2,,,
2016,0,29223,Sam Saunders,2,,,
2016,0,29221,Webb Simpson,2,1.0,,
2016,0,6567,Vijay Singh,2,1.0,,
2016,0,29518,Brendan Steele,2,1.0,,
2016,0,27214,Kevin Streelman,2,1.0,,
2016,0,25834,Daniel Summerhays,2,1.0,,
2016,0,28132,Tyrone Van Aswegen,2,1.0,,
2016,0,26289,Boo Weekley,2,,,
2016,0,25892,Steve Wheatcroft,2,,,
2016,0,34265,Will Wilcox,2,,,
2016,0,30978,Kiradech Aphibarnrat,1,,,
2016,0,35545,Blayne Barber,1,1.0,,
2016,0,25274,Steven Bowditch,1,,,
2016,0,48084,Wesley Bryan,1,,,
2016,0,32070,Rafael Campos,1,,,
2016,0,28093,Miguel Angel Carballo,1,,,
2016,0,45702,Rodolfo Cazaubòn,1,1.0,,
2016,0,20593,Greg Chalmers,1,1.0,,
2016,0,25720,Chad Collins,1,1.0,,
2016,0,23541,Ben Crane,1,,,
2016,0,47959,Bryson DeChambeau,1,,,
2016,0,50527,Jared du Toit,1,,,
2016,0,6522,Ernie Els,1,,,
2016,0,31416,Derek Fathauer,1,,,
2016,0,27896,Ross Fisher,1,1.0,,
2016,0,19846,Brian Gay,1,,,
2016,0,29720,Andres Gonzales,1,,,
2016,0,35539,Luke Guthrie,1,,,
2016,0,20766,Padraig Harrington,1,,,
2016,0,12782,Tim Herron,1,,,
2016,0,25444,Justin Hicks,1,,,
2016,0,12716,Charley Hoffman,1,1.0,,
2016,0,33461,Morgan Hoffmann,1,1.0,,
2016,0,27747,Hiroshi Iwata,1,,,
2016,0,34643,Michael Johnson,1,1.0,,
2016,0,34242,Andrew Johnston,1,,,
2016,0,27408,Martin Kaymer,1,,,
2016,0,35879,Kelly Kraft,1,,,
2016,0,31420,Anirban Lahiri,1,,,
2016,0,33410,Andrew Landry,1,,,
2016,0,35139,Richard Lee,1,,,
2016,0,35296,Haotong Li,1,,,
2016,0,24912,Will MacKenzie,1,,,
2016,0,47994,Lee McCoy,1,,,
2016,0,32640,Troy Merritt,1,1.0,,
2016,0,29289,S.Y. Noh,1,,,
2016,0,22046,Geoff Ogilvy,1,,,
2016,0,27942,Rob Oppenheim,1,,,
2016,0,28475,Jeff Overton,1,,,
2016,0,20691,Greg Owen,1,,,
2016,0,24138,Ian Poulter,1,1.0,,
2016,0,25562,Andres Romero,1,,,
2016,0,20645,John Senden,1,,,
2016,0,30692,Scott Stallings,1,,,
2016,0,33418,Shawn Stefani,1,,,
2016,0,46037,Hunter Stewart,1,,,
2016,0,34431,Robert Streb,1,,,
2016,0,27963,Chris Stroud,1,,,
2016,0,31560,Brian Stuard,1,1.0,,
2016,0,34264,Hudson Swafford,1,,,
2016,0,25493,Nick Taylor,1,,,
2016,0,23325,Vaughn Taylor,1,1.0,,
2016,0,32150,Michael Thompson,1,,,
2016,0,2206,David Toms,1,1.0,,
2016,0,23788,D.J. Trahan,1,,,
2016,0,33419,Cameron Tringale,1,1.0,,
2016,0,20396,Lee Westwood,1,1.0,,
2016,0,25349,Tim Wilkinson,1,,,
2016,0,46507,Bobby Wyatt,1,,,
2015,0,34046,Jordan Spieth,15,5.0,4.0,1.0
2015,0,28089,Jason Day,11,5.0,1.0,
2015,0,30925,Dustin Johnson,11,1.0,2.0,
2015,0,24024,Zach Johnson,10,1.0,1.0,
2015,0,25804,Bubba Watson,10,2.0,3.0,2.0
2015,0,32839,Hideki Matsuyama,9,1.0,2.0,
2015,0,34431,Robert Streb,9,1.0,1.0,
2015,0,25364,Paul Casey,8,2.0,2.0,
2015,0,36689,Brooks Koepka,8,1.0,1.0,
2015,0,29926,Danny Lee,8,1.0,1.0,2.0
2015,0,22405,Justin Rose,8,1.0,3.0,1.0
2015,0,27649,Brandt Snedeker,8,1.0,1.0,
2015,0,21528,Henrik Stenson,8,4.0,,
2015,0,32102,Rickie Fowler,7,2.0,1.0,1.0
2015,0,10809,Jim Furyk,7,1.0,1.0,
2015,0,12716,Charley Hoffman,7,1.0,2.0,1.0
2015,0,27141,J.B. Holmes,7,1.0,2.0,
2015,0,23108,Matt Kuchar,7,1.0,1.0,
2015,0,28237,Rory McIlroy,7,2.0,,
2015,0,25396,Kevin Na,7,1.0,,
2015,0,33448,Justin Thomas,7,,,
2015,0,40026,Daniel Berger,6,2.0,,
2015,0,24507,Jason Bohn,6,2.0,,
2015,0,29478,Kevin Kisner,6,3.0,,
2015,0,26329,Louis Oosthuizen,6,2.0,,
2015,0,25632,Jimmy Walker,6,2.0,2.0,
2015,0,26289,Boo Weekley,6,1.0,1.0,
2015,0,28259,Sangmoon Bae,5,1.0,,
2015,0,34262,Jon Curran,5,1.0,,
2015,0,29725,Tony Finau,5,,,
2015,0,24924,Bill Haas,5,1.0,,
2015,0,33413,Ben Martin,5,1.0,,
2015,0,23320,Ryan Palmer,5,1.0,,
2015,0,25818,Scott Piercy,5,1.0,1.0,1.0
2015,0,29221,Webb Simpson,5,1.0,,
2015,0,25834,Daniel Summerhays,5,,,
2015,0,35545,Blayne Barber,4,,,
2015,0,21209,Sergio Garcia,4,2.0,,
2015,0,29974,Branden Grace,4,1.0,,
2015,0,26758,David Hearn,4,1.0,1.0,
2015,0,34098,Russell Henley,4,1.0,,
2015,0,26300,Matt Jones,4,2.0,,
2015,0,8075,Jerry Kelly,4,,,
2015,0,30711,Colt Knost,4,,,
2015,0,26851,Marc Leishman,4,1.0,,
2015,0,34409,David Lingmerth,4,1.0,1.0,
2015,0,24781,Hunter Mahan,4,1.0,,
2015,0,26596,Ryan Moore,4,1.0,,
2015,0,24138,Ian Poulter,4,1.0,,
2015,0,34360,Patrick Reed,4,1.0,1.0,
2015,0,23621,Rory Sabbatini,4,,,
2015,0,29518,Brendan Steele,4,1.0,,
2015,0,30927,Brendon Todd,4,,,
2015,0,34265,Will Wilcox,4,1.0,,
2015,0,31323,Gary Woodland,4,2.0,1.0,
2015,0,33141,Keegan Bradley,3,,,
2015,0,29479,Scott Brown,3,1.0,,
2015,0,23638,Brendon de Jonge,3,1.0,,
2015,0,27436,Graham DeLaet,3,,,
2015,0,20104,Ken Duke,3,,,
2015,0,34099,Harris English,3,1.0,1.0,
2015,0,29720,Andres Gonzales,3,1.0,,
2015,0,20157,Retief Goosen,3,1.0,,
2015,0,34563,Chesson Hadley,3,,,
2015,0,33399,Adam Hadwin,3,,,
2015,0,27644,Brian Harman,3,1.0,,
2015,0,21961,Charles Howell III,3,,,
2015,0,30926,Chris Kirk,3,1.0,,
2015,0,33122,Russell Knox,3,2.0,,
2015,0,27936,Martin Laird,3,1.0,,
2015,0,33204,Shane Lowry,3,1.0,,
2015,0,24912,Will MacKenzie,3,1.0,,
2015,0,32640,Troy Merritt,3,1.0,1.0,
2015,0,1810,Phil Mickelson,3,1.0,1.0,
2015,0,24140,Sean O'Hair,3,1.0,,
2015,0,25345,Carl Pettersson,3,,,
2015,0,35451,Scott Pinckney,3,1.0,,
2015,0,26331,Charl Schwartzel,3,1.0,,
2015,0,24502,Adam Scott,3,,,
2015,0,20645,John Senden,3,,,
2015,0,33418,Shawn Stefani,3,1.0,,
2015,0,33419,Cameron Tringale,3,1.0,,
2015,0,26951,Johnson Wagner,3,1.0,,
2015,0,27095,Nick Watney,3,1.0,,
2015,0,21878,Mark Wilson,3,,,
2015,0,40058,Zac Blair,2,,,
2015,0,25274,Steven Bowditch,2,1.0,1.0,
2015,0,12510,Chad Campbell,2,,,
2015,0,32366,Kevin Chappell,2,,,
2015,0,46435,Austin Cook,2,,,
2015,0,21753,Brian Davis,2,,,
2015,0,23983,Luke Donald,2,,,
2015,0,25369,Jamie Donaldson,2,,,
2015,0,25686,Jason Dufner,2,,,
2015,0,28679,Fabián Gómez,2,1.0,,
2015,0,22892,Jason Gore,2,1.0,,
2015,0,31646,Emiliano Grillo,2,1.0,,
2015,0,32448,James Hahn,2,1.0,,
2015,0,31557,Jim Herman,2,,,
2015,0,33461,Morgan Hoffmann,2,,,
2015,0,35532,Tom Hoge,2,,,
2015,0,29420,Billy Horschel,2,1.0,,
2015,0,30852,Ryo Ishikawa,2,,,
2015,0,37454,Whee Kim,2,1.0,,
2015,0,30944,Jason Kokrak,2,,,
2015,0,1706,Davis Love III,2,1.0,,
2015,0,23800,Bryce Molder,2,1.0,,
2015,0,25198,Francesco Molinari,2,1.0,,
2015,0,20691,Greg Owen,2,1.0,,
2015,0,24361,Pat Perez,2,,,
2015,0,30946,Alex Prugh,2,,,
2015,0,29476,Kyle Reifers,2,1.0,,
2015,0,36699,Patrick Rodgers,2,1.0,1.0,
2015,0,25562,Andres Romero,2,,,
2015,0,35891,Cameron Smith,2,,,
2015,0,27214,Kevin Streelman,2,1.0,,
2015,0,27963,Chris Stroud,2,,,
2015,0,23325,Vaughn Taylor,2,,,
