YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
2013,64,0,27119,Koumei Oda,0.83,43.31,-47.55,10.8
2013,65,0,28092,D.H. Lee,0.82,42.84,-24.57,31.98
2013,66,0,22400,Hennie Otto,0.82,42.78,-37.05,28.36
2013,67,0,23063,Scott Hend,0.81,40.41,-21.08,24.77
2013,68,0,20698,Adilson da Silva,0.8,41.59,-12.8,32.7
2013,69,0,26507,I J Jang,0.77,40.2,-21.64,19.0
2013,70,0,32816,Satoshi Kodaira,0.76,30.48,-4.05,28.56
2013,71,0,33870,Ashun Wu,0.75,30.18,-17.93,5.99
2013,72,0,27770,Camilo Villegas,0.74,38.64,-31.08,31.82
2013,73,0,22075,Ricardo Gonzalez,0.74,32.41,-19.2,22.32
2013,74,0,26444,Juvic Pagunsan,0.72,34.63,-32.3,10.36
2013,75,0,36304,Arnond Vongvanij,0.72,28.67,-10.55,11.86
2013,76,0,2076,Peter Senior,0.7,28.08,-14.01,1.5
2013,77,0,27091,Kunihiro Kamii,0.68,33.42,-19.35,15.77
2013,78,0,20098,Stuart Appleby,0.68,35.18,-13.07,24.96
2013,79,0,20669,James Kingston,0.67,35.0,-16.23,30.84
2013,80,0,24463,Trevor Fisher Jr,0.67,26.69,-16.56,14.57
2013,81,0,26341,Wade Ormsby,0.65,26.15,-5.79,23.65
2013,82,0,34707,Siddikur Rahman,0.65,27.25,-22.81,14.21
2013,83,0,20940,Kenichi Kuboya,0.63,32.96,-37.35,3.04
2013,84,0,29970,Dylan Frittelli,0.63,25.29,-2.01,26.28
2013,85,0,28114,Dawie van der Walt,0.63,32.86,-15.03,28.4
2013,86,0,24663,Y.E. Yang,0.63,32.84,-55.23,9.97
2013,87,0,32369,Sihwan Kim,0.63,25.14,-6.06,17.92
2013,88,0,31115,Michio Matsumura,0.62,32.46,-20.17,21.66
2013,89,0,33780,Nick Cullen,0.62,24.63,-13.07,13.2
2013,90,0,31646,Emiliano Grillo,0.61,27.05,-8.85,19.0
2013,91,0,25732,S.K. Ho,0.61,29.17,-18.59,19.48
2013,92,0,24039,Prom Meesawat,0.61,29.73,-22.87,6.82
2013,93,0,30860,Shunsuke Sonoda,0.61,25.42,-13.88,16.0
2013,94,0,22056,Cameron Percy,0.6,31.36,-20.15,8.66
2013,95,0,22032,Tomohiro Kondo,0.6,29.31,-32.93,15.01
2013,96,0,29926,Danny Lee,0.59,30.59,-30.29,22.39
2013,97,0,25349,Tim Wilkinson,0.59,29.32,-6.7,27.92
2013,98,0,20569,Richard Green,0.59,28.14,-24.57,14.01
2013,99,0,37454,Whee Kim,0.58,23.25,-12.07,12.74
2013,100,0,23821,Yusaku Miyazato,0.58,29.56,-20.72,11.65
2013,101,0,24034,Kazuhiro Yamashita,0.58,28.88,-16.87,9.8
2013,102,0,25274,Steven Bowditch,0.58,29.93,-9.86,27.19
2013,103,0,32354,Seuk-hyun Baek,0.57,22.75,-9.22,15.52
2013,104,0,30008,Jbe' Kruger,0.57,29.53,-36.46,20.23
2013,105,0,35880,Jake Higginbottom,0.57,22.67,-7.32,10.88
2013,106,0,24080,Scott Strange,0.56,22.45,-7.98,23.69
2013,107,0,20400,Michael Campbell,0.56,25.55,-14.81,9.16
2013,108,0,29740,Brad Fritsch,0.55,28.67,-13.49,18.6
2013,109,0,29204,Merrick Bremner,0.55,25.28,-7.08,18.18
2013,110,0,26435,Angelo Que,0.55,24.02,-9.34,15.29
2013,111,0,25653,Yoshinobu Tsukada,0.55,24.54,-9.36,17.22
2013,112,0,26956,Bronson La'Cassie,0.54,28.08,-4.37,25.59
2013,113,0,20771,Steven Alker,0.54,24.25,-5.36,20.01
2013,114,0,24399,Scott Gardiner,0.53,27.58,-13.51,11.75
2013,115,0,22348,Nick O'Hern,0.52,27.24,-25.95,15.57
2013,116,0,29942,Mark Tullo,0.52,25.9,-15.04,17.82
2013,117,0,25883,Kyung-Nam Kang,0.51,20.57,-12.92,11.2
2013,118,0,21339,Keith Horne,0.51,26.38,-26.34,9.85
2013,119,0,20572,Rod Pampling,0.5,26.08,-23.64,6.28
2013,120,0,26434,Antonio Lascuna,0.5,20.01,-11.66,7.76
2013,121,0,23580,Tetsuji Hiratsuka,0.49,25.37,-33.41,11.97
2013,122,0,26374,Masamichi Uehira,0.48,23.1,-19.71,1.28
2013,123,0,31289,Benjamín Alvarado,0.47,18.89,-9.46,19.88
2013,124,0,33232,Sang-hee Lee,0.47,18.88,-11.49,7.78
2013,125,0,28679,Fabián Gómez,0.47,24.48,-8.75,21.9
2013,126,0,20802,Jean Hugo,0.47,21.03,-8.91,19.81
2013,127,0,20764,Desvonde Botes,0.47,20.51,-8.23,14.56
2013,128,0,27140,Justin Walters,0.47,24.22,-15.98,13.44
2013,129,0,29780,Do-Hoon Kim,0.46,24.17,-24.68,5.27
2013,130,0,20574,Mathew Goggin,0.46,24.07,-16.07,17.8
2013,131,0,20812,Tjaart van der Walt,0.46,23.49,-13.49,18.88
2013,132,0,37452,Ashley Hall,0.46,21.04,-6.3,16.04
2013,133,0,33606,Thitipan PACHUAYPRAKONG,0.46,18.29,-8.95,2.0
2013,134,0,32058,José de Jesús Rodríguez,0.46,18.22,-7.64,16.4
2013,135,0,25457,Alexandre Rocha,0.45,23.51,-11.83,13.7
2013,136,0,35911,Ruan de Smidt,0.45,18.07,-5.66,10.94
2013,137,0,20418,Ariel Cañete,0.44,19.54,-8.91,6.36
2013,138,0,23913,Masanori Kobayashi,0.44,23.1,-21.7,0.0
2013,139,0,29334,Jaco Ahlers,0.44,18.03,-9.43,8.84
2013,140,0,29294,Ho Sung Choi,0.44,17.42,-9.33,15.02
2013,141,0,25336,Alistair Presnell,0.43,22.41,-13.95,9.43
2013,142,0,27602,Aaron Townsend,0.43,17.15,-6.22,10.99
2013,143,0,27056,Pariya Junhasavasdikul,0.43,20.03,-7.75,15.21
2013,144,0,29378,Daisuke Kataoka,0.42,22.02,-9.27,18.51
2013,145,0,27784,Wen-Tang Lin,0.42,16.71,-5.98,15.23
2013,146,0,31670,Matthew Griffin,0.42,16.7,-6.43,9.01
2013,147,0,32979,Jacques Blaauw,0.42,17.5,-2.93,15.38
2013,148,0,32815,Masahiro Kawamura,0.41,16.38,-8.15,7.1
2013,149,0,24689,Kim Dae-sub,0.4,15.96,-6.9,5.06
2013,150,0,22368,Daniel Gaunt,0.4,20.67,-4.6,18.96
2013,151,0,30736,Oscar Fraustro,0.39,15.63,-6.0,4.91
2013,152,0,32262,Mark Brown,0.39,15.5,-10.47,2.65
2013,153,0,25203,SSP Chawrasia,0.38,19.96,-13.06,11.94
2013,154,0,33005,Kieran Pratt,0.38,15.29,-14.51,2.47
2013,155,0,22951,Azuma Yano,0.38,18.59,-13.34,12.79
2013,156,0,26948,Camilo Benedetti,0.38,19.69,-12.69,10.44
2013,157,0,35133,Bryce Easton,0.37,17.45,-7.11,14.49
2013,158,0,29939,Fabrizio Zanotti,0.37,18.77,-21.56,4.48
2013,159,0,31678,Oliver Bekker,0.36,17.12,-11.39,9.21
2013,160,0,29330,Park Sang-eon,0.36,14.5,-13.75,6.33
2013,161,0,36735,Jorge Fernández Valdés,0.36,14.48,-1.9,12.78
2013,162,0,28143,Chapchai Nirat,0.36,18.09,-12.59,5.37
2013,163,0,20643,Steven Conran,0.36,14.44,-11.33,9.38
2013,164,0,33974,Dean Burmester,0.36,14.38,-4.92,10.82
2013,165,0,27064,Jhonattan Vegas,0.36,14.37,-26.39,0.0
2013,166,0,21943,Boonchu Ruangkit,0.35,14.18,-5.87,10.5
2013,167,0,34612,Yuki Kono,0.35,14.18,-0.22,14.4
2013,168,0,28093,Miguel Angel Carballo,0.35,18.32,-15.25,14.49
2013,169,0,20808,Vaughn Groenewald,0.35,15.4,-6.55,9.37
2013,170,0,32105,Nicholas Fung,0.35,13.97,-1.25,14.69
2013,171,0,20213,Katsumasa Miyamoto,0.35,16.98,-14.11,5.61
2013,172,0,28132,Tyrone Van Aswegen,0.35,17.98,-10.52,6.3
2013,173,0,26436,Elmer Salvador,0.34,13.77,-6.57,10.62
2013,174,0,35957,Daniel Popovic,0.34,13.75,-5.45,0.0
2013,175,0,33948,Byeong Hun An,0.34,13.71,-1.87,12.36
2013,176,0,20684,Chawalit Plaphol,0.34,17.56,-22.77,14.0
2013,177,0,20773,Taichi Teshima,0.33,15.02,-12.72,3.2
2013,178,0,22402,Ulrich Van den Berg,0.33,15.47,-6.91,12.45
2013,179,0,24466,Gareth Paddison,0.33,13.04,-7.12,6.86
2013,180,0,25398,Ryuichi Oda,0.32,13.64,-17.95,0.0
2013,181,0,33924,Matthew Stieger,0.32,12.8,-3.66,8.22
2013,182,0,28719,Mu Hu,0.32,12.74,-3.52,11.57
2013,183,0,32235,Gi-Whan Kim,0.32,14.52,-6.06,9.49
2013,184,0,25290,Kurt Barnes,0.31,14.13,-27.96,0.0
2013,185,0,25132,Cho Min-jun,0.31,15.28,-20.12,9.29
2013,186,0,27979,Daehyun Kim,0.31,12.42,-12.32,1.29
2013,187,0,10885,Robert Allenby,0.31,16.05,-37.96,7.56
2013,188,0,26808,Tadahiro Takayama,0.31,15.73,-21.29,7.13
2013,189,0,33220,Jang Dong-Kyu,0.31,12.95,-6.44,5.36
2013,190,0,20566,Kaname Yokoo,0.31,14.48,-8.42,8.24
2013,191,0,35181,Daniel van Tonder,0.31,12.51,-4.12,7.67
2013,192,0,31998,PH McIntyre,0.3,13.36,-2.3,11.46
2013,193,0,22115,Mardan Mamat,0.3,14.77,-16.16,2.72
2013,194,0,27747,Hiroshi Iwata,0.3,14.43,-6.24,10.17
2013,195,0,21631,Iain Steel,0.3,12.0,0.0,12.0
2013,196,0,22417,Jay Choi,0.3,14.88,-18.69,3.09
2013,197,0,31681,Louis de Jager,0.3,11.85,-4.89,9.53
2013,198,0,32873,S.S. Hong,0.3,11.81,-9.24,9.66
2013,199,0,25534,Clodomiro Carranza,0.29,11.77,-6.08,2.44
2013,200,0,30151,Fernando Mechereffe,0.29,12.27,-1.98,9.67
2013,201,0,24626,Daniel Alfredo Vancsik,0.29,15.11,-9.15,6.63
2013,202,0,28083,Andrew Curlewis,0.29,12.72,-1.54,12.21
2013,203,0,33399,Adam Hadwin,0.29,14.63,-14.28,5.49
2013,204,0,22048,Scott Barr,0.29,12.87,-10.23,4.01
2013,205,0,20624,David Smail,0.28,13.59,-12.91,2.93
2013,206,0,25870,Alex Haindl,0.28,13.17,-9.52,7.0
2013,207,0,22404,Titch Moore,0.28,11.49,-2.04,9.75
2013,208,0,25120,Dohoon Kim,0.28,11.15,-2.21,9.34
2013,209,0,35506,Mackenzie Hughes,0.28,11.1,0.0,11.1
2013,210,0,34032,Hyun Bin Park,0.28,12.49,-5.71,5.09
2013,211,0,33773,Lindsay Renolds,0.28,11.09,-1.41,11.31
2013,212,0,28823,Mark Williams,0.28,11.09,-3.28,6.65
2013,213,0,27561,Nick Flanagan,0.28,12.94,-9.39,6.54
2013,214,0,23055,Adam Crawford,0.27,12.06,-7.91,5.43
2013,215,0,20631,David McKenzie,0.27,10.94,-3.67,12.09
2013,216,0,29851,Seong Ho Lee,0.27,10.91,-10.61,2.61
2013,217,0,24115,Makoto Inoue,0.27,10.87,-2.11,8.56
2013,218,0,33771,Mithun Perera,0.27,10.83,-4.54,10.56
2013,219,0,28938,Justin Harding,0.27,11.78,-5.12,6.54
2013,220,0,35173,Allan Versfeld,0.27,12.82,-8.9,1.62
2013,221,0,22897,Joong Kyung Mo,0.27,12.46,-13.51,4.89
2013,222,0,35087,Bio Kim,0.26,13.77,-15.01,2.65
2013,223,0,25692,Akio Sadakata,0.26,10.35,-7.53,3.16
2013,224,0,22919,Shigeru Nonaka,0.26,11.32,-3.68,8.04
2013,225,0,10423,Mike Weir,0.26,10.27,-0.1,10.37
2013,226,0,21470,Daisuke Maruyama,0.26,13.29,-17.09,5.4
2013,227,0,27997,Chris Swanepoel,0.25,10.61,-6.72,7.28
2013,228,0,49481,Tae Hee Lee,0.25,10.1,-3.54,7.56
2013,229,0,32532,Manuel Villegas,0.25,10.08,-1.22,11.31
2013,230,0,20484,Thammanoon Sriroj,0.25,10.04,-2.34,8.32
2013,231,0,35213,Andrés Echavarría,0.25,10.03,-5.26,4.41
2013,232,0,25606,Kim Hyung-Tae,0.25,10.47,-10.77,8.82
2013,233,0,20573,Scott Laycock,0.25,9.95,-4.78,6.14
2013,234,0,29078,Chan Shih-chang,0.24,9.74,-0.99,9.6
2013,235,0,30991,Namchoak Tantipokakul,0.24,11.12,-4.46,7.42
2013,236,0,33605,Gunn Charoenkul,0.24,9.6,-3.38,3.79
2013,237,0,31109,Richard Lee,0.24,9.53,-1.01,10.54
2013,238,0,25885,Kim Tae-hoon,0.24,9.48,-0.03,9.51
2013,239,0,20723,Peter Wilson,0.24,9.46,-5.43,0.0
2013,240,0,20594,David Bransdon,0.23,9.3,-4.59,7.23
2013,241,0,26328,Shaun Norris,0.23,9.21,-10.75,2.42
2013,242,0,32881,Hugo León,0.23,9.07,-4.32,7.2
2013,243,0,28751,Andrew Dodt,0.23,11.77,-8.24,6.75
2013,244,0,29136,Innchoon Hwang,0.23,9.03,-7.94,5.48
2013,245,0,28619,Ryan Cairns,0.22,8.91,-3.92,5.23
2013,246,0,23718,Nathan Green,0.22,11.51,-8.35,4.57
2013,247,0,24752,Digvijay Singh,0.22,8.75,-6.94,4.89
2013,248,0,28123,Darren Beck,0.22,8.93,-6.61,3.45
2013,249,0,23364,Yui Ueda,0.21,9.82,-9.97,1.4
2013,250,0,36521,Young-han Song,0.21,8.41,-0.69,9.1
2013,251,0,6004,Stephen Ames,0.21,9.02,-8.96,7.63
2013,252,0,35408,Riley Wheeldon,0.21,8.37,-0.03,8.4
2013,253,0,24775,Chehuang Tsai,0.21,8.37,-5.48,0.0
2013,254,0,22117,Jyoti Randhawa,0.21,8.23,-6.71,3.94
2013,255,0,21058,Norio Shinozaki,0.21,8.43,-6.15,1.38
2013,256,0,23699,Danny Chia,0.2,8.99,-6.2,7.32
2013,257,0,29431,Sattaya Supupramai,0.2,8.14,-0.79,8.43
2013,258,0,29975,Christiaan Basson,0.2,9.06,-7.83,2.63
2013,259,0,24580,Rahil Gangjee,0.2,8.85,-5.52,7.88
2013,260,0,35261,Miguel Tabuena,0.2,7.91,-4.4,5.5
2013,261,0,22034,Yasuharu Imano,0.2,8.3,-8.93,1.4
2013,262,0,28109,Colin Nel,0.2,8.1,-4.6,1.68
2013,263,0,34384,Eugene Wong,0.2,7.85,-4.7,1.2
2013,264,0,26290,Martin du Toit,0.2,7.8,-0.41,8.22
2013,265,0,25478,Kiyoshi Miyazato,0.19,9.23,-13.54,0.0
2013,266,0,28147,Charl Coetzee,0.19,8.26,-2.84,7.83
2013,267,0,27518,James Kamte,0.19,8.44,-4.73,4.68
2013,268,0,28535,Quincy Quek,0.19,7.64,-3.05,7.38
2013,269,0,20443,Jin Park,0.19,9.16,-4.71,6.36
2013,270,0,21134,Takashi Kanemoto,0.19,8.96,-8.42,0.0
2013,271,0,30237,Cory Renfrew,0.19,7.61,-3.52,3.6
2013,272,0,33610,Panuphol Pittayarat,0.19,8.13,-7.05,3.22
2013,273,0,35469,Sebastián Vázquez,0.19,7.42,-2.82,2.82
2013,274,0,25493,Nick Taylor,0.18,7.4,-1.01,6.65
2013,275,0,22275,Terry Pilkadaris,0.18,8.86,-3.83,8.28
2013,276,0,35908,Jared Harvey,0.18,7.37,-0.99,6.72
2013,277,0,21002,Óscar Serna,0.18,7.33,-2.56,6.6
2013,278,0,25768,Chih-Bing Lam,0.18,7.83,-2.38,7.7
2013,279,0,20704,Wallie Coetsee,0.18,7.18,-3.62,5.81
2013,280,0,33486,Roger Sloan,0.18,7.15,-4.69,5.7
2013,281,0,31599,Maximiliano Godoy,0.18,7.14,-4.66,3.6
2013,282,0,31418,Rashid Khan,0.18,7.12,-1.9,8.4
2013,283,0,34128,Eun Shin Park,0.18,7.47,-5.56,2.34
2013,284,0,25940,Yoshikazu Haku,0.18,8.66,-11.3,3.21
2013,285,0,29806,Hung Chien-yao,0.18,7.06,-3.17,5.36
2013,286,0,28730,Tran Le Duynhat,0.18,7.05,-2.26,5.11
2013,287,0,29858,Himmat Rai,0.18,8.45,-12.11,4.02
2013,288,0,33943,Matt Carvell,0.18,7.91,-4.44,4.2
2013,289,0,33769,Thanyakorn Khrongpha,0.18,7.0,-5.0,4.08
2013,290,0,28150,Chinnarat Phadungsil,0.17,8.7,-10.8,1.5
2013,291,0,33020,Darryn Lloyd,0.17,6.93,-2.63,4.9
2013,292,0,20939,Keiichiro Fukabori,0.17,7.22,-5.37,2.0
2013,293,0,25334,Anthony Brown,0.17,6.86,-4.28,0.0
2013,294,0,27049,Chan Yih-shin,0.17,6.82,-9.54,1.35
2013,295,0,31652,Tommy Cocha,0.17,6.74,-4.81,0.0
2013,296,0,20638,Jason Norris,0.17,6.66,-3.09,0.0
2013,297,0,28801,Matthew Giles,0.17,6.65,-4.01,7.32
2013,298,0,33066,Pawin Ingkhapradit,0.17,6.61,-1.27,6.37
2013,299,0,24811,Satoshi Tomiyama,0.17,6.6,-7.01,3.85
2013,300,0,27399,Richard Scott,0.16,7.42,-6.82,2.1
2013,301,0,25486,Sushi Ishigaki,0.16,7.59,-8.43,0.0
2013,302,0,26301,James Nitties,0.16,8.21,-10.39,3.66
2013,303,0,25554,Matías O'Curry,0.16,6.44,-3.93,0.0
2013,304,0,10823,Kiyoshi Murota,0.16,6.41,-2.49,4.24
2013,305,0,29922,Steven Jones,0.16,6.38,-4.13,1.2
2013,306,0,28620,Aron Price,0.16,8.24,-6.43,5.18
2013,307,0,32888,Lucas Lee,0.16,6.33,-1.41,5.3
2013,308,0,24319,Kim Sung-Yoon,0.16,6.96,-6.87,3.85
2013,309,0,32368,Rory Hie,0.16,6.27,-4.87,2.6
2013,310,0,29897,Rohan Blizard,0.16,6.26,-4.94,4.57
2013,311,0,24529,Lee In-woo,0.16,6.24,-5.85,0.0
2013,312,0,1886,Peter O'Malley,0.16,6.24,-2.45,3.6
2013,313,0,33424,Koichiro Kawano,0.16,7.32,-14.32,1.64
2013,314,0,28521,Ryutaro Nagano,0.16,6.22,-4.48,0.0
2013,315,0,25441,Unho Park,0.15,6.18,-2.54,4.45
2013,316,0,31395,Yosuke Asaji,0.15,6.05,-3.59,2.0
2013,317,0,34168,Soomin Lee,0.15,6.05,-1.45,6.0
2013,318,0,31577,Tano Goya,0.15,7.84,-14.23,1.2
2013,319,0,31672,Daniel Nisbet,0.15,6.01,-2.15,3.36
2013,320,0,30007,Heinrich Bruiners,0.15,6.0,0.0,6.0
2013,321,0,28125,Josh Geary,0.14,5.78,-6.42,5.6
2013,322,0,29303,Hur In-hoi,0.14,5.71,-3.45,4.14
2013,323,0,33451,Matt Hill,0.14,5.68,-3.76,1.23
2013,324,0,39958,Jeunghun Wang,0.14,5.62,-1.54,4.2
2013,325,0,24077,Matthew Millar,0.14,5.59,-5.07,1.2
2013,326,0,23042,Kim Felton,0.14,5.58,-2.71,0.0
2013,327,0,39125,Mitsuhiko Hashizume,0.14,5.54,-0.46,6.0
2013,328,0,22460,Hiroo Kawai,0.14,6.09,-14.25,2.08
2013,329,0,19808,Sebastián Fernández,0.14,5.46,-4.11,0.0
2013,330,0,26881,Jarrod Lyle,0.13,5.38,-12.48,0.0
2013,331,0,31273,Gavin Kyle Green,0.13,5.31,-0.7,4.51
2013,332,0,35230,Nelson Ledesma,0.13,5.3,-5.22,1.56
2013,333,0,37028,Jae-Han Chun,0.13,5.27,-1.5,3.38
2013,334,0,21420,Brandon Pieters,0.13,5.26,-3.02,5.06
2013,335,0,29229,Jun-won Park,0.13,5.26,-4.73,1.2
2013,336,0,32753,Wenyi Huang,0.13,5.23,0.0,5.23
2013,337,0,27608,Airil-rizman Zahari,0.13,5.22,-0.14,5.36
2013,338,0,33023,Ockert Strydom,0.13,5.18,-6.11,1.22
2013,339,0,20634,Peter Lonard,0.13,6.69,-6.93,3.57
2013,340,0,22974,Tetsuya Haraguchi,0.13,5.79,-6.37,2.59
2013,341,0,31683,Tyrone Ferreira,0.13,6.67,-8.4,1.41
2013,342,0,24617,Rafael Gómez,0.13,5.08,-3.05,4.8
2013,343,0,29936,Ryan Fox,0.13,5.03,-2.17,1.28
2013,344,0,24528,Hsu Mong-nan,0.13,5.03,-0.84,5.04
2013,345,0,22113,Wen-Teh Lu,0.13,5.02,-4.97,3.36
2013,346,0,22033,Wook-Soon Kang,0.12,4.98,-1.37,3.6
2013,347,0,29892,Steve Dartnall,0.12,4.95,-2.69,4.02
2013,348,0,1858,Tommy Nakajima,0.12,4.94,-1.26,2.88
2013,349,0,33931,Andrew Georgiou,0.12,4.92,-3.54,1.75
2013,350,0,25539,Rafael Echenique,0.12,6.39,-6.1,1.35
2013,351,0,25568,Julio Zapata,0.12,4.91,-3.84,0.0
2013,352,0,35891,Cameron Smith,0.12,4.91,-2.39,1.8
2013,353,0,35105,Ryan McCarthy,0.12,4.85,-1.7,4.15
2013,354,0,25643,Divan van den Heever,0.12,5.58,-6.79,0.0
2013,355,0,37351,Oliver Goss,0.12,4.71,-2.57,0.0
2013,356,0,20749,Bradford Vaughan,0.12,4.76,-4.22,1.49
2013,357,0,20992,Kazuhiko Hosokawa,0.12,4.62,-4.8,0.0
2013,358,0,36344,Michael Hollick,0.12,4.61,-1.55,3.08
2013,359,0,20623,Gavin Coles,0.11,5.95,-12.56,2.57
2013,360,0,32070,Rafael Campos,0.11,4.55,-3.17,1.2
2013,361,0,30005,Neil Schietekat,0.11,5.07,-2.43,2.93
2013,362,0,32505,Ryan Williams,0.11,4.49,-1.96,3.6
2013,363,0,21350,Ryuji Imada,0.11,5.71,-11.42,3.26
2013,364,0,34033,Ki Sang Lee,0.11,4.48,-3.29,1.88
2013,365,0,30040,Sebastián Saavedra,0.11,4.43,-2.01,3.0
2013,366,0,22907,Marc Pucay,0.11,4.76,-5.2,2.42
2013,367,0,32662,Michael Gligic,0.11,4.35,-3.64,0.0
2013,368,0,21407,Arjun Atwal,0.11,5.43,-9.07,0.0
2013,369,0,35834,Hyungjoon Lee,0.11,4.32,0.0,4.32
2013,370,0,29342,Jae-bum Park,0.11,5.37,-10.65,2.24
2013,371,0,33115,Jinho Choi,0.11,4.28,-7.44,0.0
2013,372,0,30191,Julián Etulain,0.11,4.24,-5.98,1.32
2013,373,0,25067,Lu Wei-chih,0.11,4.23,-15.94,0.0
2013,374,0,34169,Lee Dong-Min,0.1,4.2,-2.53,3.6
2013,375,0,33013,Jake Redman,0.1,4.16,-1.23,3.23
2013,376,0,25427,Shaaban Hussin,0.1,4.15,-0.79,3.68
2013,377,0,25335,Marcus Both,0.1,4.39,-5.66,1.96
2013,378,0,25275,James McLean,0.1,4.04,-2.19,0.0
2013,379,0,34133,Yosuke Tsukada,0.1,4.03,-1.55,1.65
2013,380,0,33937,Anthony Michael,0.1,3.94,-1.89,3.02
2013,381,0,29778,IlHwan Park,0.1,3.92,-0.54,3.96
