YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2015,39,0,33461,Morgan Hoffmann,41.88,67,160,-0.28
2015,40,0,26851,Marc Leishman,41.8,51,122,-0.24
2015,41,0,21209,Sergio Garcia,41.67,40,96,-0.28
2015,42,0,33418,Shawn Stefani,41.49,78,188,-0.42
2015,43,0,24140,Sean O'Hair,41.28,71,172,-0.15
2015,44,0,37273,Derek Ernst,41.18,56,136,-0.20
2015,45,0,24781,Hunter Mahan,40.91,63,154,-0.38
2015,45,0,34431,Robert Streb,40.91,90,220,-0.29
2015,45,0,27095,Nick Watney,40.91,72,176,-0.28
2015,48,0,25562,Andres Romero,40.77,53,130,-0.28
2015,49,0,33486,Roger Sloan,40.2,41,102,-0.17
2015,50,0,21528,Henrik Stenson,40.18,45,112,-0.49
2015,51,0,32102,Rickie Fowler,39.71,54,136,-0.20
2015,52,0,34098,Russell Henley,39.61,61,154,-0.07
2015,53,0,30692,Scott Stallings,39.42,41,104,-0.32
2015,54,0,29720,Andres Gonzales,39.41,67,170,-0.43
2015,55,0,1706,Davis Love III,39.36,37,94,-0.11
2015,56,0,25364,Paul Casey,39.1,61,156,-0.34
2015,57,0,29289,S.Y. Noh,38.52,47,122,-0.34
2015,58,0,30946,Alex Prugh,37.97,60,158,-0.33
2015,59,0,32839,Hideki Matsuyama,37.95,63,166,-0.33
2015,60,0,20157,Retief Goosen,37.67,55,146,-0.20
2015,61,0,26329,Louis Oosthuizen,37.29,44,118,-0.30
2015,62,0,32366,Kevin Chappell,37.2,61,164,-0.25
2015,63,0,20229,Stewart Cink,36.99,54,146,-0.22
2015,64,0,32448,James Hahn,36.78,64,174,-0.17
2015,65,0,31557,Jim Herman,36.05,62,172,-0.10
2015,66,0,20766,Padraig Harrington,35.83,43,120,-0.12
2015,67,0,27770,Camilo Villegas,35.54,59,166,-0.31
2015,68,0,20691,Greg Owen,35.45,39,110,-0.13
2015,69,0,34360,Patrick Reed,35.33,65,184,-0.15
2015,70,0,29223,Sam Saunders,35.26,55,156,-0.24
2015,71,0,29420,Billy Horschel,35.23,62,176,-0.15
2015,72,0,28023,Byron Smith,35.19,38,108,-0.39
2015,73,0,25345,Carl Pettersson,34.95,72,206,-0.29
2015,74,0,39977,Max Homa,34.25,50,146,-0.14
2015,75,0,22046,Geoff Ogilvy,34.04,32,94,-0.19
2015,76,0,23353,J.J. Henry,33.71,60,178,-0.23
2015,77,0,26951,Johnson Wagner,33.58,45,134,-0.31
2015,78,0,35451,Scott Pinckney,32.94,56,170,-0.32
2015,79,0,34046,Jordan Spieth,32.72,53,162,-0.17
2015,80,0,25191,Gonzalo Fernandez-Castaño,32.43,48,148,-0.35
2015,81,0,35532,Tom Hoge,31.41,49,156,-0.37
2015,82,0,25493,Nick Taylor,30.77,56,182,-0.23
2015,83,0,25369,Jamie Donaldson,30.23,26,86,-0.08
2015,84,0,26289,Boo Weekley,30.14,44,146,-0.61
2015,85,0,25686,Jason Dufner,29.84,37,124,-0.32
2015,86,0,22892,Jason Gore,28.87,41,142,-0.41
2015,87,0,24924,Bill Haas,28.66,47,164,-0.19
2015,88,0,29478,Kevin Kisner,27.4,57,208,-0.26
2015,89,0,6522,Ernie Els,27.36,29,106,-0.03
2015,90,0,34563,Chesson Hadley,27.32,53,194,-0.40
2015,91,0,34409,David Lingmerth,27.06,46,170,-0.22
2015,92,0,22056,Cameron Percy,26.87,36,134,-0.39
2015,93,0,24494,Erik Compton,26.51,44,166,-0.34
2015,94,0,28259,Sangmoon Bae,26.34,49,186,-0.29
2015,94,0,24490,George McNeill,26.34,49,186,-0.45
2015,96,0,23048,Eric Axley,25.93,28,108,-0.32
2015,97,0,20645,John Senden,25.78,33,128,-0.39
2015,98,0,29221,Webb Simpson,25.64,40,156,-0.15
2015,99,0,27649,Brandt Snedeker,25.57,45,176,-0.16
2015,100,0,28486,Michael Putnam,25.32,40,158,-0.20
2015,101,0,29476,Kyle Reifers,25.28,45,178,-0.33
2015,102,0,23108,Matt Kuchar,25.27,46,182,-0.39
2015,103,0,28307,Matt Every,25.0,31,124,-0.10
2015,104,0,27214,Kevin Streelman,24.7,41,166,-0.20
2015,105,0,6567,Vijay Singh,24.67,37,150,-0.19
2015,106,0,28132,Tyrone Van Aswegen,24.53,26,106,-0.08
2015,107,0,30852,Ryo Ishikawa,24.4,41,168,-0.17
2015,107,0,35541,John Peterson,24.4,41,168,-0.32
2015,109,0,31416,Derek Fathauer,24.34,37,152,-0.30
2015,110,0,25892,Steve Wheatcroft,24.07,39,162,-0.36
2015,111,0,28780,Nicholas Thompson,24.05,38,158,-0.24
2015,112,0,29535,Brice Garnett,24.0,36,150,-0.11
2015,113,0,33399,Adam Hadwin,23.89,43,180,-0.21
2015,114,0,32150,Michael Thompson,23.72,37,156,-0.11
2015,115,0,35545,Blayne Barber,23.65,35,148,-0.20
2015,116,0,29479,Scott Brown,23.4,44,188,-0.39
2015,117,0,23623,Bo Van Pelt,23.38,36,154,E
2015,118,0,33413,Ben Martin,22.78,41,180,-0.24
2015,119,0,27644,Brian Harman,22.41,39,174,-0.46
2015,120,0,23621,Rory Sabbatini,22.3,33,148,-0.45
2015,121,0,30736,Oscar Fraustro,21.7,23,106,-0.22
2015,122,0,24925,Jonathan Byrd,21.55,25,116,-0.20
2015,123,0,27895,Jonas Blixt,21.43,27,126,-0.30
2015,124,0,24138,Ian Poulter,21.31,26,122,-0.15
2015,125,0,12510,Chad Campbell,20.83,40,192,-0.43
2015,126,0,28475,Jeff Overton,20.59,35,170,-0.40
2015,127,0,34358,Jonathan Randolph,20.15,27,134,-0.48
2015,128,0,29425,Andrew Svoboda,20.13,31,154,-0.45
2015,129,0,25198,Francesco Molinari,19.81,21,106,E
2015,130,0,27933,John Merrick,19.72,28,142,-0.39
2015,131,0,32640,Troy Merritt,19.54,34,174,-0.18
2015,132,0,26596,Ryan Moore,19.29,27,140,-0.30
2015,133,0,33122,Russell Knox,19.27,37,192,-0.35
2015,134,0,24846,Ricky Barnes,19.18,28,146,-0.39
2015,135,0,30926,Chris Kirk,18.84,26,138,-0.69
2015,136,0,10809,Jim Furyk,18.75,24,128,-0.50
2015,137,0,24361,Pat Perez,18.48,34,184,-0.50
2015,138,0,24024,Zach Johnson,18.45,31,168,-0.32
2015,139,0,23548,Bill Lunde,17.78,16,90,-0.19
2015,140,0,29926,Danny Lee,17.7,40,226,-0.25
2015,141,0,27466,Spencer Levin,17.55,33,188,-0.33
2015,142,0,20472,Alex Cejka,17.39,32,184,-0.47
2015,143,0,26476,Chez Reavie,17.27,19,110,-0.26
2015,144,0,23638,Brendon de Jonge,17.17,34,198,-0.26
2015,145,0,37454,Whee Kim,16.42,22,134,-0.32
2015,146,0,25834,Daniel Summerhays,16.34,33,202,-0.48
2015,147,0,28679,Fabián Gómez,15.85,26,164,-0.50
2015,148,0,27963,Chris Stroud,15.63,25,160,-0.36
2015,148,0,33419,Cameron Tringale,15.63,30,192,-0.47
2015,150,0,25396,Kevin Na,15.52,27,174,-0.30
2015,151,0,34256,Andrew Putnam,15.08,19,126,-0.42
2015,152,0,35539,Luke Guthrie,14.67,22,150,-0.05
2015,153,0,31193,Jim Renner,14.62,19,130,+0.05
2015,154,0,25240,D.A. Points,14.49,20,138,-0.30
2015,155,0,34174,John Huh,13.78,27,196,-0.33
2015,156,0,31202,William McGirt,13.59,28,206,-0.18
2015,157,0,10885,Robert Allenby,12.96,14,108,-0.07
2015,158,0,32200,Roberto Castro,12.5,11,88,-0.73
2015,159,0,20104,Ken Duke,12.21,21,172,-0.14
2015,160,0,34130,Sung Joon Park,12.16,18,148,-0.22
2015,161,0,25349,Tim Wilkinson,12.12,16,132,-0.31
2015,162,0,34261,Scott Langley,12.09,22,182,-0.18
2015,163,0,23983,Luke Donald,11.94,16,134,-0.13
2015,164,0,23800,Bryce Molder,11.9,20,168,-0.30
2015,165,0,8075,Jerry Kelly,11.84,18,152,-0.17
2015,166,0,20593,Greg Chalmers,11.7,11,94,-0.18
2015,167,0,31560,Brian Stuard,11.36,20,176,-0.35
2015,168,0,34262,Jon Curran,11.18,17,152,-0.65
2015,169,0,26758,David Hearn,10.31,20,194,-0.25
2015,170,0,21878,Mark Wilson,10.0,17,170,-0.59
2015,171,0,24357,K.J. Choi,9.48,11,116,-0.09
2015,172,0,25720,Chad Collins,9.21,14,152,-0.71
2015,173,0,30711,Colt Knost,9.04,15,166,-0.40
2015,174,0,24507,Jason Bohn,8.95,17,190,-0.47
2015,175,0,30927,Brendon Todd,8.52,15,176,-0.20
2015,176,0,22293,Heath Slocum,8.33,8,96,-0.38
2015,177,0,20771,Steven Alker,7.63,9,118,-0.33
2015,178,0,40058,Zac Blair,7.43,15,202,-0.40
2015,179,0,21753,Brian Davis,7.05,11,156,-0.09
2015,180,0,36801,Mark Hubbard,6.08,9,148,-0.33
2015,181,0,10860,Justin Leonard,5.74,7,122,-0.71
2015,182,0,29222,Billy Hurley III,4.11,6,146,-0.33
2015,183,0,23541,Ben Crane,3.51,4,114,-0.75
2015,184,0,2206,David Toms,2.59,3,116,E
2012,1,0,25804,Bubba Watson,81.73,85,104,-0.42
2012,2,0,24358,Robert Garrigus,70.37,114,162,-0.25
2012,3,0,28089,Jason Day,69.79,67,96,-0.31
2012,4,0,30110,Kyle Stanley,69.59,103,148,-0.25
2012,5,0,30925,Dustin Johnson,69.3,79,114,-0.18
2012,6,0,28237,Rory McIlroy,68.75,55,80,-0.44
2012,7,0,32334,Charlie Beljan,67.92,72,106,-0.35
2012,8,0,27141,J.B. Holmes,67.68,111,164,-0.13
2012,9,0,24502,Adam Scott,60.71,51,84,-0.12
2012,10,0,27436,Graham DeLaet,59.33,89,150,-0.27
2012,11,0,30692,Scott Stallings,59.03,85,144,-0.16
2012,12,0,25818,Scott Piercy,58.99,105,178,-0.33
2012,13,0,1249,John Daly,57.89,44,76,-0.18
2012,14,0,27064,Jhonattan Vegas,57.33,86,150,-0.22
2012,15,0,30944,Jason Kokrak,56.67,85,150,-0.12
2012,16,0,31323,Gary Woodland,56.25,63,112,-0.16
2012,17,0,23320,Ryan Palmer,55.84,86,154,-0.27
2012,18,0,33141,Keegan Bradley,54.86,79,144,-0.20
2012,19,0,8793,Tiger Woods,53.92,55,102,-0.22
2012,20,0,32698,Bobby Gates,53.61,89,166,-0.26
2012,21,0,27936,Martin Laird,52.54,62,118,-0.27
2012,22,0,24140,Sean O'Hair,52.5,84,160,-0.25
2012,23,0,27120,Troy Matteson,51.67,93,180,-0.13
2012,24,0,20848,Ángel Cabrera,51.32,39,76,+0.05
2012,25,0,29289,S.Y. Noh,50.54,94,186,-0.19
2012,26,0,25632,Jimmy Walker,49.48,96,194,-0.23
2012,27,0,21805,Harrison Frazar,49.04,51,104,-0.33
2012,28,0,20850,Daniel Chopra,48.98,48,98,-0.21
2012,29,0,34099,Harris English,48.4,91,188,-0.31
2012,30,0,33120,Mark Anderson,47.83,66,138,-0.26
2012,31,0,21961,Charles Howell III,47.67,82,172,-0.37
2012,32,0,28308,Troy Kelly,47.5,57,120,-0.37
2012,33,0,27330,Josh Teater,47.31,88,186,-0.27
2012,34,0,6573,Brandt Jobe,46.23,49,106,-0.24
2012,35,0,26329,Louis Oosthuizen,45.92,45,98,-0.24
2012,36,0,24494,Erik Compton,44.52,65,146,-0.23
2012,37,0,27095,Nick Watney,43.75,70,160,-0.24
2012,38,0,6567,Vijay Singh,43.53,74,170,-0.18
2012,39,0,23623,Bo Van Pelt,43.48,60,138,-0.22
2012,40,0,25345,Carl Pettersson,43.29,71,164,-0.27
2012,41,0,26289,Boo Weekley,43.18,57,132,-0.19
2012,42,0,1706,Davis Love III,42.86,48,112,-0.17
2012,43,0,28500,Martin Flores,41.76,76,182,-0.13
2012,44,0,26331,Charl Schwartzel,41.25,33,80,-0.30
2012,45,0,24940,Edward Loar,41.18,42,102,-0.24
2012,46,0,32366,Kevin Chappell,41.14,65,158,-0.18
2012,47,0,21209,Sergio Garcia,40.91,36,88,-0.19
2012,48,0,1810,Phil Mickelson,40.77,53,130,-0.30
2012,49,0,11123,Chris Couch,40.68,48,118,-0.23
2012,50,0,27302,Garth Mulroy,40.57,43,106,-0.30
2012,51,0,12716,Charley Hoffman,40.12,69,172,-0.26
2012,52,0,26300,Matt Jones,39.8,39,98,-0.28
2012,53,0,30750,Tommy Gainey,39.58,76,192,-0.18
2012,54,0,22913,John Rollins,39.33,59,150,-0.17
2012,55,0,22378,Trevor Immelman,39.06,50,128,-0.24
2012,56,0,6522,Ernie Els,38.64,51,132,-0.22
2012,57,0,20691,Greg Owen,37.79,65,172,-0.31
2012,58,0,30852,Ryo Ishikawa,36.84,28,76,-0.29
2012,59,0,20396,Lee Westwood,36.25,29,80,-0.24
2012,60,0,32102,Rickie Fowler,36.23,50,138,-0.34
2012,61,0,22371,Aaron Baddeley,36.21,42,116,-0.29
2012,62,0,25686,Jason Dufner,35.61,47,132,-0.26
2012,63,0,29479,Scott Brown,35.59,42,118,-0.36
2012,64,0,27214,Kevin Streelman,35.54,59,166,-0.31
2012,65,0,23788,D.J. Trahan,35.51,49,138,-0.16
2012,66,0,27933,John Merrick,34.81,55,158,-0.44
2012,67,0,19970,Robert Karlsson,34.52,29,84,-0.21
2012,68,0,23903,Stephen Gangluff,34.31,35,102,-0.17
2012,69,0,24846,Ricky Barnes,34.09,60,176,-0.30
2012,70,0,27770,Camilo Villegas,33.77,52,154,-0.23
2012,71,0,24924,Bill Haas,33.59,43,128,-0.26
2012,72,0,29518,Brendan Steele,33.1,47,142,-0.43
2012,73,0,27797,Derek Lamely,33.06,41,124,-0.22
2012,74,0,20645,John Senden,32.81,42,128,-0.29
2012,75,0,29420,Billy Horschel,32.73,36,110,-0.17
2012,76,0,20229,Stewart Cink,32.46,37,114,-0.27
2012,77,0,34021,Bud Cauley,31.96,62,194,-0.27
2012,78,0,20766,Padraig Harrington,31.91,30,94,-0.20
2012,79,0,21528,Henrik Stenson,31.4,27,86,-0.44
2012,80,0,25834,Daniel Summerhays,31.17,48,154,-0.13
2012,81,0,28259,Sangmoon Bae,30.95,39,126,-0.28
2012,82,0,24781,Hunter Mahan,30.88,42,136,-0.05
2012,83,0,26851,Marc Leishman,30.77,48,156,-0.25
2012,84,0,12510,Chad Campbell,30.63,49,160,-0.22
2012,85,0,23409,James Driscoll,30.52,47,154,-0.30
2012,86,0,29476,Kyle Reifers,30.49,50,164,-0.26
2012,87,0,20574,Mathew Goggin,30.33,37,122,-0.41
2012,88,0,23548,Bill Lunde,30.14,44,146,-0.30
2012,89,0,28093,Miguel Angel Carballo,30.0,39,130,-0.21
2012,89,0,24361,Pat Perez,30.0,45,150,-0.38
2012,91,0,30926,Chris Kirk,29.78,53,178,-0.19
2012,92,0,29926,Danny Lee,29.55,39,132,-0.41
2012,93,0,20070,Matt Bettencourt,29.29,41,140,-0.10
2012,94,0,26679,Kevin Stadler,29.22,45,154,-0.02
2012,95,0,29910,Blake Adams,28.95,55,190,-0.33
2012,96,0,24925,Jonathan Byrd,28.57,32,112,-0.19
2012,96,0,25562,Andres Romero,28.57,32,112,-0.25
2012,98,0,31558,J.J. Killeen,28.49,53,186,-0.26
2012,99,0,28475,Jeff Overton,28.42,54,190,-0.39
2012,100,0,23353,J.J. Henry,28.4,46,162,-0.22
2012,101,0,32200,Roberto Castro,27.98,47,168,-0.40
2012,102,0,34174,John Huh,27.96,52,186,-0.35
2012,103,0,22405,Justin Rose,27.78,30,108,-0.27
2012,104,0,26287,Roland Thatcher,27.55,27,98,-0.30
2012,105,0,28455,Will Claxton,27.37,52,190,-0.31
2012,106,0,24490,George McNeill,27.27,42,154,-0.45
2012,106,0,29221,Webb Simpson,27.27,36,132,-0.22
2012,108,0,24663,Y.E. Yang,27.0,27,100,E
2012,109,0,6527,Steve Stricker,26.85,29,108,-0.41
2012,110,0,27644,Brian Harman,26.77,53,198,-0.45
2012,111,0,24604,Hunter Haas,26.23,32,122,-0.19
2012,112,0,33419,Cameron Tringale,26.19,44,168,-0.48
2012,113,0,23638,Brendon de Jonge,26.17,56,214,-0.32
2012,114,0,12652,Cameron Beckman,25.97,40,154,-0.08
2012,115,0,22046,Geoff Ogilvy,25.86,30,116,-0.30
2012,116,0,23542,Tommy Biershenk,25.76,34,132,-0.29
2012,117,0,23621,Rory Sabbatini,25.63,41,160,-0.29
2012,118,0,28307,Matt Every,25.0,36,144,-0.28
2012,118,0,25892,Steve Wheatcroft,25.0,25,100,-0.16
2012,120,0,8725,Tom Gillis,24.67,37,150,-0.16
2012,121,0,35139,Richard Lee,24.62,32,130,-0.28
2012,122,0,20572,Rod Pampling,24.34,37,152,-0.41
2012,123,0,33122,Russell Knox,24.24,32,132,-0.25
2012,124,0,6004,Stephen Ames,23.91,22,92,-0.45
2012,125,0,12782,Tim Herron,23.84,41,172,-0.27
2012,126,0,27649,Brandt Snedeker,23.53,32,136,-0.13
2012,127,0,1116,Michael Bradley,22.88,27,118,+0.04
2012,128,0,26758,David Hearn,22.63,43,190,-0.16
2012,129,0,24357,K.J. Choi,22.32,25,112,-0.28
2012,130,0,1724,Jeff Maggert,22.29,37,166,-0.41
2012,131,0,1320,Bob Estes,22.14,31,140,-0.19
2012,132,0,29478,Kevin Kisner,22.13,27,122,-0.30
2012,133,0,23325,Vaughn Taylor,22.0,33,150,-0.24
2012,134,0,28087,Kris Blanks,21.88,28,128,-0.36
2012,135,0,26596,Ryan Moore,21.84,38,174,-0.21
2012,136,0,27974,Sung Kang,21.83,31,142,-0.26
2012,137,0,31202,William McGirt,21.67,39,180,-0.26
2012,138,0,21731,Freddie Jacobson,21.59,19,88,-0.16
2012,139,0,27963,Chris Stroud,21.43,36,168,-0.28
2012,140,0,25572,Graeme McDowell,21.05,16,76,-0.44
2012,141,0,10885,Robert Allenby,20.83,30,144,-0.30
2012,141,0,25240,D.A. Points,20.83,35,168,-0.29
2012,143,0,23718,Nathan Green,20.77,27,130,-0.33
2012,144,0,27466,Spencer Levin,20.67,31,150,-0.29
2012,145,0,23541,Ben Crane,20.45,27,132,-0.26
2012,146,0,25396,Kevin Na,20.29,28,138,-0.18
2012,147,0,26951,Johnson Wagner,20.12,33,164,-0.09
2012,148,0,24138,Ian Poulter,20.0,16,80,-0.19
2012,149,0,21407,Arjun Atwal,19.86,29,146,-0.24
2012,150,0,23108,Matt Kuchar,19.85,27,136,E
2012,151,0,25457,Alexandre Rocha,19.64,22,112,-0.23
2012,152,0,27895,Jonas Blixt,19.29,27,140,-0.56
2012,153,0,20104,Ken Duke,18.75,36,192,-0.50
2012,153,0,20160,Charlie Wi,18.75,30,160,-0.33
2012,155,0,1766,Billy Mayfair,18.6,32,172,-0.28
2012,156,0,6034,Marco Dawson,18.52,20,108,-0.55
2012,156,0,10213,Dicky Pride,18.52,20,108,-0.25
2012,158,0,26476,Chez Reavie,18.49,27,146,-0.33
2012,159,0,23204,Gary Christian,18.24,31,170,-0.13
2012,160,0,27556,Ted Potter Jr.,17.91,24,134,-0.25
2012,161,0,30927,Brendon Todd,17.86,25,140,-0.16
2012,162,0,22582,Kyle Thompson,17.78,16,90,-0.06
2012,163,0,24024,Zach Johnson,17.31,27,156,-0.37
2012,164,0,20593,Greg Chalmers,17.09,27,158,-0.33
2012,165,0,10860,Justin Leonard,16.44,24,146,E
2012,166,0,27060,John Mallinger,16.43,23,140,-0.35
2012,167,0,20098,Stuart Appleby,16.2,23,142,-0.35
2012,168,0,32150,Michael Thompson,15.97,23,144,-0.35
2012,169,0,22548,Patrick Sheehan,15.38,16,104,-0.38
2012,170,0,19846,Brian Gay,14.94,26,174,-0.27
2012,171,0,6036,Scott Dunlap,14.71,15,102,-0.33
2012,172,0,1941,Tom Pernice Jr.,14.66,17,116,-0.18
2012,173,0,2206,David Toms,14.13,13,92,-0.46
2012,174,0,21350,Ryuji Imada,13.16,20,152,-0.05
2012,175,0,29222,Billy Hurley III,12.88,17,132,-0.24
2012,176,0,22961,David Mathis,12.67,19,150,-0.11
2012,177,0,23983,Luke Donald,12.5,12,96,-0.08
2012,177,0,1797,Rocco Mediate,12.5,16,128,-0.31
2012,179,0,22293,Heath Slocum,11.76,20,170,-0.15
2012,180,0,24507,Jason Bohn,11.27,16,142,-0.13
2012,181,0,10809,Jim Furyk,10.29,14,136,-0.14
2012,182,0,23135,Tim Clark,10.0,10,100,-0.20
2012,182,0,21878,Mark Wilson,10.0,14,140,-0.29
2012,184,0,22621,Ben Curtis,9.62,10,104,-0.10
2012,185,0,8075,Jerry Kelly,9.38,15,160,+0.13
2012,186,0,23800,Bryce Molder,8.44,13,154,E
2012,187,0,21753,Brian Davis,7.65,13,170,-0.15
2012,188,0,20623,Gavin Coles,6.06,8,132,-0.25
2012,189,0,30711,Colt Knost,6.0,9,150,-0.11
2012,190,0,22348,Nick O'Hern,5.41,8,148,-0.25
2012,191,0,6251,Chris DiMarco,5.06,8,158,-0.38
2008,1,0,25804,Bubba Watson,78.24,133,170,-0.26
2008,2,0,27141,J.B. Holmes,67.12,98,146,-0.29
2008,3,0,24358,Robert Garrigus,66.48,117,176,-0.21
2008,4,0,30925,Dustin Johnson,63.64,112,176,-0.21
2008,5,0,21633,Steve Allan,57.0,57,100,-0.05
2008,6,0,25364,Paul Casey,56.94,41,72,-0.17
2008,7,0,27095,Nick Watney,56.82,100,176,-0.25
2008,8,0,23497,Tag Ridings,55.68,98,176,-0.22
2008,9,0,29718,Anthony Kim,55.07,76,138,-0.26
2008,10,0,12716,Charley Hoffman,54.89,101,184,-0.18
2008,11,0,1706,Davis Love III,52.21,71,136,-0.14
2008,12,0,24502,Adam Scott,51.43,36,70,-0.31
2008,13,0,23349,Charles Warren,50.63,80,158,-0.31
2008,14,0,20848,Ángel Cabrera,50.0,39,78,-0.18
2008,15,0,6573,Brandt Jobe,48.96,47,96,-0.13
2008,16,0,25594,Travis Perkins,48.94,46,94,E
2008,17,0,27933,John Merrick,48.78,80,164,-0.26
2008,18,0,20766,Padraig Harrington,48.53,33,68,-0.36
2008,19,0,25562,Andres Romero,48.04,49,102,-0.18
2008,20,0,22892,Jason Gore,47.28,87,184,-0.31
2008,21,0,30750,Tommy Gainey,47.12,49,104,-0.06
2008,22,0,28475,Jeff Overton,46.32,88,190,-0.22
2008,23,0,25900,Lucas Glover,45.98,80,174,-0.30
2008,24,0,28089,Jason Day,45.68,74,162,-0.20
2008,25,0,23540,Jason Allred,45.61,52,114,-0.08
2008,26,0,23409,James Driscoll,44.94,71,158,-0.31
2008,27,0,20850,Daniel Chopra,44.67,67,150,-0.27
2008,28,0,1226,Fred Couples,44.64,50,112,-0.24
2008,29,0,24924,Bill Haas,44.21,84,190,-0.35
2008,30,0,27936,Martin Laird,44.02,81,184,-0.22
2008,31,0,6567,Vijay Singh,43.94,58,132,-0.34
2008,32,0,20229,Stewart Cink,42.75,59,138,-0.22
2008,33,0,23157,Richard Johnson,42.67,64,150,-0.25
2008,34,0,21961,Charles Howell III,42.13,75,178,-0.27
2008,35,0,21805,Harrison Frazar,41.54,54,130,-0.15
2008,36,0,1810,Phil Mickelson,41.13,51,124,-0.39
2008,37,0,25632,Jimmy Walker,40.77,53,130,-0.25
2008,38,0,26300,Matt Jones,40.66,74,182,-0.28
2008,39,0,27770,Camilo Villegas,40.63,52,128,-0.33
2008,40,0,20378,Mathias Grönberg,40.36,67,166,E
2008,40,0,25842,Jon Mills,40.36,67,166,-0.28
2008,42,0,24361,Pat Perez,40.24,66,164,-0.23
2008,43,0,27120,Troy Matteson,39.36,74,188,-0.08
2008,44,0,24490,George McNeill,38.95,74,190,-0.36
2008,45,0,23320,Ryan Palmer,38.89,49,126,-0.16
2008,46,0,28780,Nicholas Thompson,38.35,79,206,-0.16
2008,47,0,28158,Steve Marino,38.07,83,218,-0.13
2008,48,0,1945,Kenny Perry,38.02,73,192,-0.34
2008,49,0,22378,Trevor Immelman,37.96,41,108,-0.27
2008,50,0,23621,Rory Sabbatini,37.5,48,128,-0.38
2008,50,0,27214,Kevin Streelman,37.5,78,208,-0.19
2008,52,0,21959,Ted Purdy,37.1,46,124,-0.13
2008,53,0,20574,Mathew Goggin,36.78,64,174,-0.31
2008,54,0,21209,Sergio Garcia,35.71,40,112,-0.23
2008,55,0,10875,Todd Demsey,35.26,55,156,-0.16
2008,56,0,12782,Tim Herron,34.95,65,186,-0.12
2008,57,0,26289,Boo Weekley,34.78,48,138,-0.33
2008,58,0,20433,Mark Hensby,34.51,49,142,-0.18
2008,59,0,2002,John Riegger,34.33,46,134,-0.20
2008,60,0,24781,Hunter Mahan,34.0,51,150,-0.37
2008,61,0,1553,John Huston,33.65,35,104,-0.14
2008,62,0,1707,Steve Lowery,33.57,47,140,-0.30
2008,63,0,23623,Bo Van Pelt,33.51,65,194,-0.05
2008,64,0,24140,Sean O'Hair,33.33,46,138,+0.02
2008,64,0,20663,Brenden Pappas,33.33,40,120,-0.20
2008,66,0,26695,Michael Letzig,32.5,52,160,-0.27
2008,67,0,6595,Kevin Sutherland,32.45,61,188,-0.23
2008,68,0,20098,Stuart Appleby,32.35,44,136,-0.20
2008,69,0,26679,Kevin Stadler,32.05,50,156,-0.18
2008,70,0,23778,Brad Adamonis,31.93,53,166,-0.25
2008,71,0,26596,Ryan Moore,31.43,44,140,-0.32
2008,72,0,27561,Nick Flanagan,31.18,53,170,-0.23
2008,73,0,23353,J.J. Henry,31.13,66,212,-0.23
2008,74,0,24357,K.J. Choi,31.03,36,116,-0.36
2008,75,0,6522,Ernie Els,30.56,22,72,-0.18
2008,76,0,23788,D.J. Trahan,30.36,51,168,-0.27
2008,77,0,9011,David Duval,29.79,28,94,-0.14
2008,78,0,22913,John Rollins,29.76,50,168,-0.20
2008,79,0,10885,Robert Allenby,29.67,54,182,+0.06
2008,80,0,12510,Chad Campbell,29.55,52,176,-0.25
2008,80,0,26500,Alejandro Cañizares,29.55,26,88,-0.08
2008,82,0,22371,Aaron Baddeley,29.51,36,122,-0.17
2008,83,0,21949,Joe Ogilvie,29.35,54,184,-0.28
2008,84,0,12309,Bob Sowards,29.09,32,110,-0.19
2008,85,0,22046,Geoff Ogilvy,29.0,29,100,-0.34
2008,86,0,23125,Brad Elder,28.69,35,122,-0.26
2008,87,0,23048,Eric Axley,28.57,60,210,-0.12
2008,88,0,26631,Cody Freeman,28.23,35,124,-0.20
2008,89,0,24663,Y.E. Yang,28.16,49,174,-0.24
2008,90,0,23325,Vaughn Taylor,27.27,54,198,-0.04
2008,91,0,10649,Tom Scherrer,27.0,27,100,-0.41
2008,92,0,23541,Ben Crane,26.88,43,160,-0.40
2008,92,0,12660,Jesper Parnevik,26.88,43,160,-0.33
2008,94,0,23614,Rich Beem,26.79,45,168,-0.09
2008,94,0,6621,Joe Durant,26.79,45,168,-0.36
2008,96,0,1035,Tommy Armour III,26.76,38,142,-0.13
2008,97,0,21461,Kenneth Ferrie,26.56,34,128,-0.21
2008,98,0,20572,Rod Pampling,26.39,38,144,-0.24
2008,99,0,20160,Charlie Wi,26.34,49,186,-0.22
2008,100,0,12823,Carlos Franco,26.12,35,134,-0.57
2008,101,0,22582,Kyle Thompson,25.78,33,128,-0.21
2008,102,0,24449,Parker McLachlin,25.61,42,164,-0.40
2008,103,0,20645,John Senden,25.0,43,172,-0.09
2008,104,0,27613,David Lutterus,24.76,26,105,+0.08
2008,105,0,20498,Briny Baird,24.75,50,202,-0.36
2008,106,0,23718,Nathan Green,24.21,46,190,-0.20
2008,107,0,1161,Mark Calcavecchia,24.14,28,116,-0.21
2008,108,0,19803,Ryan Armour,24.1,40,166,-0.33
2008,109,0,1388,Robert Gamez,24.03,37,154,E
